,Unnamed: 0.1,Unnamed: 0,match_id,shotX,shotY,quarter,time_remaining,player,team,made,shot_type,distance,score,opp,status
0,0,0,201206040SAS,18.4,15.4,1st quarter,11:25.0,Russell Westbrook,OKC,False,2-pointer,12,0-2,'SAS',trails
1,1,1,201206040SAS,39.1,23.9,1st quarter,11:19.0,Kevin Durant,OKC,False,3-pointer,24,0-2,'SAS',trails
2,2,2,201206040SAS,23.6,20.6,1st quarter,10:42.0,Russell Westbrook,OKC,False,2-pointer,16,0-3,'SAS',trails
3,3,3,201206040SAS,47.1,5.9,1st quarter,10:08.0,Thabo Sefolosha,OKC,False,3-pointer,23,0-3,'SAS',trails
4,4,4,201206040SAS,37.5,13.2,1st quarter,9:49.0,Kevin Durant,OKC,False,2-pointer,16,0-5,'SAS',trails
5,5,5,201206040SAS,23.2,20.9,1st quarter,9:18.0,Kendrick Perkins,OKC,False,2-pointer,16,0-5,'SAS',trails
6,6,6,201206040SAS,24.1,6.4,1st quarter,9:05.0,Russell Westbrook,OKC,False,2-pointer,1,0-5,'SAS',trails
7,7,7,201206040SAS,24.1,5.1,1st quarter,8:37.0,Nick Collison,OKC,True,2-pointer,0,2-5,'SAS',trails
8,8,8,201206040SAS,46.2,5.3,1st quarter,7:36.0,Kevin Durant,OKC,False,3-pointer,22,2-8,'SAS',trails
9,9,9,201206040SAS,37.0,17.3,1st quarter,6:13.0,Kevin Durant,OKC,True,2-pointer,18,8-13,'SAS',trails
10,10,10,201206040SAS,29.9,10.0,1st quarter,5:34.0,Kendrick Perkins,OKC,True,2-pointer,8,10-15,'SAS',trails
11,11,11,201206040SAS,16.9,21.4,1st quarter,4:55.0,Russell Westbrook,OKC,True,2-pointer,18,12-15,'SAS',trails
12,12,12,201206040SAS,9.1,24.7,1st quarter,4:14.0,Thabo Sefolosha,OKC,True,3-pointer,25,15-15,'SAS',tied
13,13,13,201206040SAS,23.6,4.8,1st quarter,3:31.0,Kevin Durant,OKC,False,2-pointer,0,15-15,'SAS',tied
14,14,14,201206040SAS,24.4,5.7,1st quarter,3:17.0,Russell Westbrook,OKC,True,2-pointer,1,17-15,'SAS',leads
15,15,15,201206040SAS,24.1,4.4,1st quarter,2:47.0,Nick Collison,OKC,True,2-pointer,1,19-17,'SAS',leads
16,16,16,201206040SAS,22.7,5.7,1st quarter,1:41.0,Nick Collison,OKC,True,2-pointer,1,22-19,'SAS',leads
17,17,17,201206040SAS,35.8,26.7,1st quarter,0:43.9,Kevin Durant,OKC,False,3-pointer,25,24-21,'SAS',leads
18,18,18,201206040SAS,25.7,30.5,1st quarter,0:03.9,James Harden,OKC,False,3-pointer,26,26-21,'SAS',leads
19,19,19,201206040SAS,40.0,23.6,1st quarter,0:00.0,Derek Fisher,OKC,False,3-pointer,25,26-21,'SAS',leads
20,20,20,201206040SAS,43.2,20.9,2nd quarter,11:34.0,Derek Fisher,OKC,False,3-pointer,25,26-21,'SAS',leads
21,21,21,201206040SAS,25.0,19.3,2nd quarter,11:08.0,James Harden,OKC,False,2-pointer,14,26-21,'SAS',leads
22,22,22,201206040SAS,26.9,10.0,2nd quarter,10:47.0,Serge Ibaka,OKC,True,2-pointer,6,28-21,'SAS',leads
23,23,23,201206040SAS,3.5,6.4,2nd quarter,10:14.0,Derek Fisher,OKC,True,2-pointer,21,30-23,'SAS',leads
24,24,24,201206040SAS,46.3,6.5,2nd quarter,9:43.0,Thabo Sefolosha,OKC,False,3-pointer,22,30-25,'SAS',leads
25,25,25,201206040SAS,11.5,16.0,2nd quarter,9:17.0,James Harden,OKC,True,2-pointer,17,32-28,'SAS',leads
26,26,26,201206040SAS,11.0,5.3,2nd quarter,8:43.0,Daequan Cook,OKC,True,2-pointer,13,34-29,'SAS',leads
27,27,27,201206040SAS,47.7,4.4,2nd quarter,7:57.0,Daequan Cook,OKC,True,3-pointer,24,37-31,'SAS',leads
28,28,28,201206040SAS,46.5,4.2,2nd quarter,7:18.0,Daequan Cook,OKC,True,3-pointer,23,40-33,'SAS',leads
29,29,29,201206040SAS,23.5,5.1,2nd quarter,6:09.0,James Harden,OKC,False,2-pointer,1,40-36,'SAS',leads
30,30,30,201206040SAS,23.3,5.4,2nd quarter,5:27.0,Serge Ibaka,OKC,True,2-pointer,1,43-36,'SAS',leads
31,31,31,201206040SAS,18.4,5.7,2nd quarter,4:39.0,Russell Westbrook,OKC,False,2-pointer,6,43-36,'SAS',leads
32,32,32,201206040SAS,26.0,5.7,2nd quarter,4:38.0,Serge Ibaka,OKC,False,2-pointer,2,43-36,'SAS',leads
33,33,33,201206040SAS,36.5,5.0,2nd quarter,4:14.0,Serge Ibaka,OKC,True,2-pointer,13,45-36,'SAS',leads
34,34,34,201206040SAS,17.2,28.9,2nd quarter,3:19.0,Russell Westbrook,OKC,False,3-pointer,25,45-36,'SAS',leads
35,35,35,201206040SAS,13.5,5.7,2nd quarter,2:53.0,Serge Ibaka,OKC,False,2-pointer,11,45-36,'SAS',leads
36,36,36,201206040SAS,21.0,21.0,2nd quarter,2:33.0,Russell Westbrook,OKC,True,2-pointer,16,47-36,'SAS',leads
37,37,37,201206040SAS,24.9,4.8,2nd quarter,2:08.0,James Harden,OKC,True,2-pointer,1,49-36,'SAS',leads
38,38,38,201206040SAS,22.7,14.6,2nd quarter,1:27.0,Russell Westbrook,OKC,False,2-pointer,10,50-36,'SAS',leads
39,39,39,201206040SAS,22.4,10.2,2nd quarter,1:02.0,James Harden,OKC,False,2-pointer,5,50-39,'SAS',leads
40,40,40,201206040SAS,23.3,17.3,2nd quarter,0:37.9,Derek Fisher,OKC,False,2-pointer,12,50-40,'SAS',leads
41,41,41,201206040SAS,36.7,19.0,2nd quarter,0:14.9,Russell Westbrook,OKC,True,2-pointer,19,52-42,'SAS',leads
42,42,42,201206040SAS,19.9,15.2,3rd quarter,10:35.0,Russell Westbrook,OKC,False,2-pointer,11,52-48,'SAS',leads
43,43,43,201206040SAS,21.4,25.3,3rd quarter,9:39.0,Kevin Durant,OKC,True,2-pointer,20,54-50,'SAS',leads
