,Unnamed: 0.1,Unnamed: 0,match_id,shotX,shotY,quarter,time_remaining,player,team,made,shot_type,distance,score,opp,status
0,0,0,201101100BOS,24.0,22.3,1st quarter,11:22.0,Jordan Hill,HOU,False,2-pointer,17,0-0,'HOU',tied
1,1,1,201101100BOS,15.3,7.8,1st quarter,10:57.0,Luis Scola,HOU,False,2-pointer,9,0-0,'HOU',tied
2,2,2,201101100BOS,3.0,5.6,1st quarter,10:53.0,Kyle Lowry,HOU,True,2-pointer,21,2-0,'HOU',leads
3,3,3,201101100BOS,18.6,5.0,1st quarter,10:10.0,Aaron Brooks,HOU,False,2-pointer,5,2-2,'HOU',tied
4,4,4,201101100BOS,6.5,16.9,1st quarter,9:32.0,Luis Scola,HOU,False,2-pointer,21,2-2,'HOU',tied
5,5,5,201101100BOS,37.0,4.7,1st quarter,9:24.0,Aaron Brooks,HOU,True,2-pointer,13,4-2,'HOU',leads
6,6,6,201101100BOS,23.3,19.9,1st quarter,8:33.0,Jordan Hill,HOU,False,2-pointer,15,4-6,'HOU',trails
7,7,7,201101100BOS,32.9,29.1,1st quarter,8:29.0,Aaron Brooks,HOU,False,3-pointer,26,4-6,'HOU',trails
8,8,8,201101100BOS,32.8,6.2,1st quarter,7:54.0,Shane Battier,HOU,True,2-pointer,9,6-9,'HOU',trails
9,9,9,201101100BOS,38.3,6.1,1st quarter,7:28.0,Luis Scola,HOU,True,2-pointer,14,8-9,'HOU',trails
10,10,10,201101100BOS,47.1,4.5,1st quarter,7:04.0,Aaron Brooks,HOU,True,3-pointer,23,11-9,'HOU',leads
11,11,11,201101100BOS,29.8,12.1,1st quarter,6:06.0,Shane Battier,HOU,True,2-pointer,9,13-13,'HOU',tied
12,12,12,201101100BOS,41.3,22.2,1st quarter,5:34.0,Kyle Lowry,HOU,True,3-pointer,24,16-15,'HOU',leads
13,13,13,201101100BOS,1.1,6.7,1st quarter,4:58.0,Kyle Lowry,HOU,False,3-pointer,23,16-15,'HOU',leads
14,14,14,201101100BOS,35.1,20.4,1st quarter,4:19.0,Luis Scola,HOU,False,2-pointer,19,16-15,'HOU',leads
15,15,15,201101100BOS,29.4,20.1,1st quarter,3:59.0,Luis Scola,HOU,False,2-pointer,16,16-15,'HOU',leads
16,16,16,201101100BOS,40.3,16.8,1st quarter,2:58.0,Kyle Lowry,HOU,False,2-pointer,20,16-15,'HOU',leads
17,17,17,201101100BOS,7.6,22.9,1st quarter,2:52.0,Courtney Lee,HOU,True,3-pointer,24,19-15,'HOU',leads
18,18,18,201101100BOS,8.5,19.3,1st quarter,2:16.0,Courtney Lee,HOU,True,2-pointer,21,21-15,'HOU',leads
19,19,19,201101100BOS,36.4,8.9,1st quarter,1:37.0,Jared Jeffries,HOU,False,2-pointer,13,21-17,'HOU',leads
20,20,20,201101100BOS,36.4,19.5,1st quarter,1:09.0,Patrick Patterson,HOU,True,2-pointer,19,23-20,'HOU',leads
21,21,21,201101100BOS,31.0,6.4,1st quarter,0:38.4,Kyle Lowry,HOU,True,2-pointer,7,25-20,'HOU',leads
22,22,22,201101100BOS,36.7,16.3,2nd quarter,11:44.0,Chase Budinger,HOU,True,2-pointer,17,29-22,'HOU',leads
23,23,23,201101100BOS,26.9,22.2,2nd quarter,10:58.0,Aaron Brooks,HOU,True,2-pointer,17,31-24,'HOU',leads
24,24,24,201101100BOS,24.0,23.9,2nd quarter,10:26.0,Patrick Patterson,HOU,True,2-pointer,19,33-24,'HOU',leads
25,25,25,201101100BOS,20.8,26.6,2nd quarter,9:46.0,Courtney Lee,HOU,False,2-pointer,22,33-26,'HOU',leads
26,26,26,201101100BOS,21.9,5.7,2nd quarter,8:19.0,Jordan Hill,HOU,True,2-pointer,2,35-33,'HOU',leads
27,27,27,201101100BOS,12.3,22.6,2nd quarter,7:46.0,Aaron Brooks,HOU,False,2-pointer,21,35-33,'HOU',leads
28,28,28,201101100BOS,29.3,7.2,2nd quarter,7:04.0,Patrick Patterson,HOU,False,2-pointer,6,35-36,'HOU',trails
29,29,29,201101100BOS,7.1,23.1,2nd quarter,6:21.0,Aaron Brooks,HOU,False,3-pointer,25,37-39,'HOU',trails
30,30,30,201101100BOS,21.9,7.8,2nd quarter,6:05.0,Luis Scola,HOU,False,2-pointer,4,37-39,'HOU',trails
31,31,31,201101100BOS,47.3,8.4,2nd quarter,5:56.0,Chase Budinger,HOU,True,3-pointer,24,40-39,'HOU',leads
32,32,32,201101100BOS,13.4,27.8,2nd quarter,5:17.0,Chase Budinger,HOU,True,3-pointer,25,43-39,'HOU',leads
33,33,33,201101100BOS,17.5,21.0,2nd quarter,4:21.0,Jordan Hill,HOU,False,2-pointer,17,43-43,'HOU',tied
34,34,34,201101100BOS,32.6,13.8,2nd quarter,3:42.0,Kyle Lowry,HOU,False,2-pointer,12,43-45,'HOU',trails
35,35,35,201101100BOS,1.1,6.1,2nd quarter,3:39.0,Courtney Lee,HOU,False,3-pointer,23,43-45,'HOU',trails
36,36,36,201101100BOS,1.6,6.9,2nd quarter,3:16.0,Chase Budinger,HOU,True,3-pointer,22,46-45,'HOU',leads
37,37,37,201101100BOS,44.3,7.2,2nd quarter,2:26.0,Luis Scola,HOU,False,2-pointer,20,46-47,'HOU',trails
38,38,38,201101100BOS,43.6,20.4,2nd quarter,0:37.9,Aaron Brooks,HOU,False,3-pointer,25,49-49,'HOU',tied
39,39,39,201101100BOS,41.6,9.4,3rd quarter,11:43.0,Shane Battier,HOU,True,2-pointer,18,52-49,'HOU',leads
