,Unnamed: 0.1,Unnamed: 0,match_id,shotX,shotY,quarter,time_remaining,player,team,made,shot_type,distance,score,opp,status
0,0,0,200112250LAL,12.1,9.7,1st quarter,11:47.0,Derrick Coleman,PHI,False,2-pointer,13,0-0,'LAL',tied
1,1,1,200112250LAL,29.8,18.7,1st quarter,11:31.0,Allen Iverson,PHI,False,2-pointer,15,0-0,'LAL',tied
2,2,2,200112250LAL,24.1,13.7,1st quarter,11:24.0,Allen Iverson,PHI,True,2-pointer,9,2-0,'LAL',leads
3,3,3,200112250LAL,12.1,8.6,1st quarter,10:36.0,Dikembe Mutombo,PHI,False,2-pointer,12,2-2,'LAL',tied
4,4,4,200112250LAL,31.3,11.3,1st quarter,9:50.0,Derrick Coleman,PHI,False,2-pointer,10,2-2,'LAL',tied
5,5,5,200112250LAL,24.0,5.0,1st quarter,9:15.0,Matt Harpring,PHI,True,2-pointer,0,4-4,'LAL',tied
6,6,6,200112250LAL,24.1,22.3,1st quarter,8:40.0,Allen Iverson,PHI,False,2-pointer,17,4-6,'LAL',trails
7,7,7,200112250LAL,22.8,14.9,1st quarter,7:43.0,Allen Iverson,PHI,True,2-pointer,10,7-8,'LAL',trails
8,8,8,200112250LAL,19.2,16.0,1st quarter,6:58.0,Dikembe Mutombo,PHI,False,2-pointer,12,7-8,'LAL',trails
9,9,9,200112250LAL,31.3,18.3,1st quarter,6:27.0,Matt Harpring,PHI,False,2-pointer,15,7-10,'LAL',trails
10,10,10,200112250LAL,24.0,5.0,1st quarter,5:51.0,Dikembe Mutombo,PHI,True,2-pointer,0,9-10,'LAL',trails
11,11,11,200112250LAL,24.0,5.0,1st quarter,5:10.0,Allen Iverson,PHI,True,2-pointer,0,11-10,'LAL',leads
12,12,12,200112250LAL,10.6,9.9,1st quarter,4:39.0,Allen Iverson,PHI,False,2-pointer,14,11-10,'LAL',leads
13,13,13,200112250LAL,11.2,19.4,1st quarter,4:03.0,Matt Harpring,PHI,False,2-pointer,19,11-10,'LAL',leads
14,14,14,200112250LAL,12.7,6.5,1st quarter,3:35.0,Derrick Coleman,PHI,False,2-pointer,11,11-11,'LAL',tied
