,Unnamed: 0.1,Unnamed: 0,match_id,shotX,shotY,quarter,time_remaining,player,team,made,shot_type,distance,score,opp,status
0,0,0,201305190SAS,24.7,5.6,1st quarter,11:39.0,Marc Gasol,MEM,True,2-pointer,1,2-0,'SAS',leads
1,1,1,201305190SAS,24.6,20.3,1st quarter,10:34.0,Mike Conley,MEM,False,2-pointer,15,2-5,'SAS',trails
2,2,2,201305190SAS,19.9,7.3,1st quarter,10:01.0,Zach Randolph,MEM,False,2-pointer,5,2-7,'SAS',trails
3,3,3,201305190SAS,25.8,15.1,1st quarter,9:30.0,Marc Gasol,MEM,True,2-pointer,10,4-9,'SAS',trails
4,4,4,201305190SAS,36.7,17.3,1st quarter,8:40.0,Tony Allen,MEM,True,2-pointer,18,6-11,'SAS',trails
5,5,5,201305190SAS,25.7,5.0,1st quarter,8:04.0,Mike Conley,MEM,False,2-pointer,2,6-14,'SAS',trails
6,6,6,201305190SAS,12.0,5.1,1st quarter,7:34.0,Marc Gasol,MEM,False,2-pointer,12,6-16,'SAS',trails
7,7,7,201305190SAS,18.9,11.4,1st quarter,6:28.0,Zach Randolph,MEM,False,2-pointer,8,6-18,'SAS',trails
8,8,8,201305190SAS,17.0,23.3,1st quarter,5:49.0,Marc Gasol,MEM,True,2-pointer,20,8-18,'SAS',trails
9,9,9,201305190SAS,27.7,13.5,1st quarter,4:47.0,Marc Gasol,MEM,False,2-pointer,9,8-20,'SAS',trails
10,10,10,201305190SAS,13.5,23.3,1st quarter,4:13.0,Jerryd Bayless,MEM,True,2-pointer,21,10-23,'SAS',trails
11,11,11,201305190SAS,23.8,5.6,1st quarter,3:20.0,Mike Conley,MEM,True,2-pointer,1,12-23,'SAS',trails
12,12,12,201305190SAS,14.2,24.4,1st quarter,2:41.0,Jerryd Bayless,MEM,False,2-pointer,22,12-23,'SAS',trails
13,13,13,201305190SAS,39.4,13.5,1st quarter,1:09.0,Zach Randolph,MEM,False,2-pointer,18,12-26,'SAS',trails
14,14,14,201305190SAS,33.5,21.4,1st quarter,0:40.9,Darrell Arthur,MEM,True,2-pointer,19,14-29,'SAS',trails
15,15,15,201305190SAS,46.8,6.4,1st quarter,0:05.9,Quincy Pondexter,MEM,False,3-pointer,23,14-29,'SAS',trails
16,16,16,201305190SAS,17.2,29.6,2nd quarter,11:11.0,Quincy Pondexter,MEM,False,3-pointer,26,14-33,'SAS',trails
17,17,17,201305190SAS,39.4,13.9,2nd quarter,10:48.0,Tayshaun Prince,MEM,True,2-pointer,18,16-33,'SAS',trails
18,18,18,201305190SAS,12.1,6.1,2nd quarter,9:49.0,Tayshaun Prince,MEM,False,2-pointer,12,16-33,'SAS',trails
19,19,19,201305190SAS,1.1,6.4,2nd quarter,9:00.0,Quincy Pondexter,MEM,True,3-pointer,23,19-35,'SAS',trails
20,20,20,201305190SAS,26.1,13.8,2nd quarter,8:20.0,Tayshaun Prince,MEM,True,2-pointer,9,21-35,'SAS',trails
21,21,21,201305190SAS,30.9,9.2,2nd quarter,7:12.0,Mike Conley,MEM,True,2-pointer,8,23-37,'SAS',trails
22,22,22,201305190SAS,34.5,6.7,2nd quarter,6:41.0,Mike Conley,MEM,False,2-pointer,11,23-39,'SAS',trails
23,23,23,201305190SAS,23.6,6.7,2nd quarter,5:23.0,Mike Conley,MEM,False,2-pointer,2,24-43,'SAS',trails
