,Unnamed: 0.1,Unnamed: 0,match_id,shotX,shotY,quarter,time_remaining,player,team,made,shot_type,distance,score,opp,status
0,0,0,201001010ATL,47.7,8.7,1st quarter,11:22.0,Wilson Chandler,NYK,True,3-pointer,24,3-0,'NYK',leads
1,1,1,201001010ATL,35.3,27.7,1st quarter,10:51.0,Chris Duhon,NYK,True,3-pointer,25,6-2,'NYK',leads
2,2,2,201001010ATL,40.0,19.5,1st quarter,9:20.0,David Lee,NYK,False,2-pointer,22,6-2,'NYK',leads
3,3,3,201001010ATL,24.0,23.3,1st quarter,8:15.0,Wilson Chandler,NYK,False,2-pointer,18,6-4,'NYK',leads
4,4,4,201001010ATL,24.0,4.7,1st quarter,7:36.0,Jared Jeffries,NYK,True,2-pointer,0,8-4,'NYK',leads
5,5,5,201001010ATL,16.2,8.9,1st quarter,6:55.0,David Lee,NYK,False,2-pointer,9,8-6,'NYK',leads
6,6,6,201001010ATL,9.6,26.1,1st quarter,6:49.0,Jared Jeffries,NYK,False,3-pointer,26,8-6,'NYK',leads
7,7,7,201001010ATL,26.9,10.6,1st quarter,6:09.0,David Lee,NYK,False,2-pointer,6,8-9,'NYK',trails
8,8,8,201001010ATL,19.4,29.4,1st quarter,5:38.0,Wilson Chandler,NYK,False,3-pointer,25,8-10,'NYK',trails
9,9,9,201001010ATL,26.9,5.3,1st quarter,5:03.0,Wilson Chandler,NYK,False,2-pointer,3,8-12,'NYK',trails
10,10,10,201001010ATL,29.9,14.3,1st quarter,4:15.0,Al Harrington,NYK,False,2-pointer,11,8-16,'NYK',trails
11,11,11,201001010ATL,23.6,7.5,1st quarter,4:13.0,Wilson Chandler,NYK,True,2-pointer,3,10-16,'NYK',trails
12,12,12,201001010ATL,6.3,24.0,1st quarter,3:35.0,Al Harrington,NYK,False,3-pointer,26,11-16,'NYK',trails
13,13,13,201001010ATL,19.4,9.7,1st quarter,3:15.0,Wilson Chandler,NYK,False,2-pointer,7,11-18,'NYK',trails
14,14,14,201001010ATL,5.0,20.6,1st quarter,2:38.0,Al Harrington,NYK,True,3-pointer,25,14-20,'NYK',trails
15,15,15,201001010ATL,47.7,17.7,1st quarter,1:35.0,Nate Robinson,NYK,False,3-pointer,27,16-22,'NYK',trails
16,16,16,201001010ATL,28.7,14.9,1st quarter,1:23.0,Al Harrington,NYK,False,2-pointer,11,16-22,'NYK',trails
17,17,17,201001010ATL,24.0,5.0,1st quarter,1:21.0,Nate Robinson,NYK,True,2-pointer,0,18-22,'NYK',trails
18,18,18,201001010ATL,3.3,18.8,1st quarter,0:56.9,Danilo Gallinari,NYK,False,3-pointer,25,18-22,'NYK',trails
19,19,19,201001010ATL,25.7,4.7,1st quarter,0:29.9,Al Harrington,NYK,False,2-pointer,2,18-24,'NYK',trails
20,20,20,201001010ATL,24.0,5.0,1st quarter,0:29.2,Al Harrington,NYK,True,2-pointer,0,20-24,'NYK',trails
21,21,21,201001010ATL,35.8,20.7,1st quarter,0:01.6,Nate Robinson,NYK,True,2-pointer,20,22-26,'NYK',trails
22,22,22,201001010ATL,39.7,8.3,2nd quarter,11:04.0,Nate Robinson,NYK,True,2-pointer,16,24-29,'NYK',trails
23,23,23,201001010ATL,9.3,25.0,2nd quarter,10:15.0,Danilo Gallinari,NYK,True,3-pointer,25,27-31,'NYK',trails
24,24,24,201001010ATL,25.0,8.9,2nd quarter,9:45.0,Marcus Landry,NYK,False,2-pointer,4,27-31,'NYK',trails
25,25,25,201001010ATL,0.6,9.1,2nd quarter,9:02.0,Al Harrington,NYK,False,3-pointer,24,27-31,'NYK',trails
