,Unnamed: 0.1,Unnamed: 0,match_id,shotX,shotY,quarter,time_remaining,player,team,made,shot_type,distance,score,opp,status
0,0,0,201204080BOS,31.8,15.8,1st quarter,11:35.0,Elton Brand,PHI,True,2-pointer,13,2-0,'BOS',leads
1,1,1,201204080BOS,37.8,25.8,1st quarter,10:50.0,Andre Iguodala,PHI,True,3-pointer,25,5-2,'BOS',leads
2,2,2,201204080BOS,23.2,5.4,1st quarter,10:09.0,Jrue Holiday,PHI,True,2-pointer,1,7-4,'BOS',leads
3,3,3,201204080BOS,32.1,17.3,1st quarter,9:30.0,Jrue Holiday,PHI,False,2-pointer,15,7-6,'BOS',leads
4,4,4,201204080BOS,14.8,12.8,1st quarter,9:01.0,Elton Brand,PHI,True,2-pointer,12,9-6,'BOS',leads
5,5,5,201204080BOS,35.9,16.6,1st quarter,8:11.0,Spencer Hawes,PHI,False,2-pointer,17,9-10,'BOS',trails
6,6,6,201204080BOS,24.0,16.5,1st quarter,7:08.0,Elton Brand,PHI,False,2-pointer,12,9-10,'BOS',trails
7,7,7,201204080BOS,24.1,5.1,1st quarter,5:55.0,Andre Iguodala,PHI,True,2-pointer,0,12-12,'BOS',tied
8,8,8,201204080BOS,26.0,7.3,1st quarter,4:04.0,Jrue Holiday,PHI,True,2-pointer,3,16-14,'BOS',leads
9,9,9,201204080BOS,34.2,10.0,1st quarter,3:28.0,Nikola Vučević,PHI,True,2-pointer,11,18-17,'BOS',leads
10,10,10,201204080BOS,35.3,10.3,1st quarter,3:02.0,Andre Iguodala,PHI,False,2-pointer,12,18-17,'BOS',leads
11,11,11,201204080BOS,22.7,21.7,1st quarter,2:19.0,Andre Iguodala,PHI,False,2-pointer,17,18-19,'BOS',trails
12,12,12,201204080BOS,19.7,11.6,1st quarter,1:48.0,Thaddeus Young,PHI,False,2-pointer,8,18-21,'BOS',trails
13,13,13,201204080BOS,8.5,25.6,1st quarter,1:44.0,Lou Williams,PHI,False,3-pointer,26,18-21,'BOS',trails
