,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,match_id,shotX,shotY,quarter,time_remaining,player,team,made,shot_type,distance,score,opp,status,match_date,season
12858,0,0,0,201010260BOS,38.4,18.5,1st quarter,10:53.0,LeBron James,MIA,True,2-pointer,20,2-0,'MIA',leads,2010-10-26,2010-11
12859,2,2,2,201010260BOS,8.8,15.7,1st quarter,10:02.0,LeBron James,MIA,False,2-pointer,19,2-0,'MIA',leads,2010-10-26,2010-11
12860,4,4,4,201010260BOS,5.0,5.4,1st quarter,8:43.0,LeBron James,MIA,True,2-pointer,19,4-2,'MIA',leads,2010-10-26,2010-11
12861,6,6,6,201010260BOS,34.8,23.3,1st quarter,6:52.0,LeBron James,MIA,False,2-pointer,21,4-7,'MIA',trails,2010-10-26,2010-11
12862,9,9,9,201010260BOS,24.1,3.6,1st quarter,5:12.0,LeBron James,MIA,False,2-pointer,1,6-11,'MIA',trails,2010-10-26,2010-11
12863,14,14,14,201010260BOS,28.7,10.6,1st quarter,1:17.0,LeBron James,MIA,False,2-pointer,7,9-14,'MIA',trails,2010-10-26,2010-11
12864,15,15,15,201010260BOS,38.3,21.5,1st quarter,0:47.9,LeBron James,MIA,False,2-pointer,22,9-16,'MIA',trails,2010-10-26,2010-11
12865,34,34,34,201010260BOS,30.4,25.6,2nd quarter,3:01.0,LeBron James,MIA,True,2-pointer,22,22-38,'MIA',trails,2010-10-26,2010-11
12866,40,40,40,201010260BOS,23.6,5.4,2nd quarter,0:52.4,LeBron James,MIA,True,2-pointer,1,28-41,'MIA',trails,2010-10-26,2010-11
12867,43,43,43,201010260BOS,4.7,19.8,3rd quarter,7:48.0,LeBron James,MIA,False,3-pointer,24,35-53,'MIA',trails,2010-10-26,2010-11
12868,44,44,44,201010260BOS,0.9,4.7,3rd quarter,6:58.0,LeBron James,MIA,True,3-pointer,23,38-53,'MIA',trails,2010-10-26,2010-11
12869,47,47,47,201010260BOS,24.4,4.7,3rd quarter,5:17.0,LeBron James,MIA,False,2-pointer,1,40-55,'MIA',trails,2010-10-26,2010-11
12870,49,49,49,201010260BOS,23.2,5.6,3rd quarter,4:00.0,LeBron James,MIA,False,2-pointer,1,45-58,'MIA',trails,2010-10-26,2010-11
12871,50,50,50,201010260BOS,39.5,24.4,3rd quarter,2:56.0,LeBron James,MIA,True,3-pointer,25,48-60,'MIA',trails,2010-10-26,2010-11
12872,51,51,51,201010260BOS,30.1,25.9,3rd quarter,2:19.0,LeBron James,MIA,True,2-pointer,22,50-62,'MIA',trails,2010-10-26,2010-11
12873,53,53,53,201010260BOS,24.2,4.7,3rd quarter,0:21.6,LeBron James,MIA,True,2-pointer,0,57-63,'MIA',trails,2010-10-26,2010-11
12874,54,54,54,201010260BOS,39.4,23.7,4th quarter,11:25.0,LeBron James,MIA,False,3-pointer,24,57-63,'MIA',trails,2010-10-26,2010-11
12875,63,63,63,201010260BOS,29.9,26.7,4th quarter,5:11.0,LeBron James,MIA,False,2-pointer,22,69-78,'MIA',trails,2010-10-26,2010-11
12876,68,68,68,201010260BOS,38.6,25.0,4th quarter,2:25.0,LeBron James,MIA,True,3-pointer,25,75-83,'MIA',trails,2010-10-26,2010-11
12877,69,69,69,201010260BOS,33.7,28.8,4th quarter,1:57.0,LeBron James,MIA,False,3-pointer,26,75-83,'MIA',trails,2010-10-26,2010-11
12878,71,71,71,201010260BOS,23.2,4.4,4th quarter,1:10.0,LeBron James,MIA,True,2-pointer,1,80-83,'MIA',trails,2010-10-26,2010-11
12879,1628,1628,1628,201010270PHI,23.5,5.7,1st quarter,7:27.0,LeBron James,MIA,True,2-pointer,1,8-4,'MIA',leads,2010-10-27,2010-11
12880,1631,1631,1631,201010270PHI,37.8,13.8,1st quarter,4:14.0,LeBron James,MIA,False,2-pointer,16,12-8,'MIA',leads,2010-10-27,2010-11
12881,1635,1635,1635,201010270PHI,22.9,8.7,1st quarter,1:01.0,LeBron James,MIA,True,2-pointer,4,18-12,'MIA',leads,2010-10-27,2010-11
12882,1651,1651,1651,201010270PHI,24.0,24.2,2nd quarter,2:20.0,LeBron James,MIA,False,2-pointer,19,45-36,'MIA',leads,2010-10-27,2010-11
12883,1665,1665,1665,201010270PHI,23.5,6.1,3rd quarter,6:22.0,LeBron James,MIA,True,2-pointer,1,63-47,'MIA',leads,2010-10-27,2010-11
12884,1666,1666,1666,201010270PHI,23.2,5.6,3rd quarter,5:41.0,LeBron James,MIA,False,2-pointer,1,63-47,'MIA',leads,2010-10-27,2010-11
12885,1667,1667,1667,201010270PHI,22.5,10.6,3rd quarter,5:20.0,LeBron James,MIA,True,2-pointer,6,65-49,'MIA',leads,2010-10-27,2010-11
12886,1668,1668,1668,201010270PHI,18.8,21.8,3rd quarter,4:02.0,LeBron James,MIA,False,2-pointer,18,67-49,'MIA',leads,2010-10-27,2010-11
12887,1672,1672,1672,201010270PHI,8.7,25.5,3rd quarter,1:07.0,LeBron James,MIA,False,3-pointer,26,76-53,'MIA',leads,2010-10-27,2010-11
12888,1688,1688,1688,201010270PHI,23.0,9.7,4th quarter,1:10.0,LeBron James,MIA,True,2-pointer,5,95-84,'MIA',leads,2010-10-27,2010-11
12889,1689,1689,1689,201010270PHI,24.0,5.7,4th quarter,0:48.8,LeBron James,MIA,False,2-pointer,1,95-87,'MIA',leads,2010-10-27,2010-11
12890,886,886,886,201010290MIA,41.1,24.8,1st quarter,9:11.0,LeBron James,MIA,True,3-pointer,26,6-6,'MIA',tied,2010-10-29,2010-11
12891,887,887,887,201010290MIA,26.1,27.2,1st quarter,8:11.0,LeBron James,MIA,True,2-pointer,22,9-8,'MIA',leads,2010-10-29,2010-11
12892,889,889,889,201010290MIA,40.6,14.6,1st quarter,7:03.0,LeBron James,MIA,False,2-pointer,19,11-8,'MIA',leads,2010-10-29,2010-11
12893,898,898,898,201010290MIA,13.5,20.3,1st quarter,1:23.0,LeBron James,MIA,False,2-pointer,19,24-20,'MIA',leads,2010-10-29,2010-11
