,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,match_id,shotX,shotY,quarter,time_remaining,player,team,made,shot_type,distance,score,opp,status,match_date,season
11127,73,73,73,200910270CLE,36.9,24.4,1st quarter,11:03.0,LeBron James,CLE,True,2-pointer,23,4-0,'BOS',leads,2009-10-27,2009-10
11128,75,75,75,200910270CLE,23.8,6.2,1st quarter,10:06.0,LeBron James,CLE,True,2-pointer,1,8-2,'BOS',leads,2009-10-27,2009-10
11129,83,83,83,200910270CLE,35.8,26.7,1st quarter,6:28.0,LeBron James,CLE,False,3-pointer,25,19-5,'BOS',leads,2009-10-27,2009-10
11130,86,86,86,200910270CLE,6.8,33.7,1st quarter,4:47.0,LeBron James,CLE,True,3-pointer,33,24-12,'BOS',leads,2009-10-27,2009-10
11131,87,87,87,200910270CLE,24.1,5.9,1st quarter,4:21.0,LeBron James,CLE,True,2-pointer,1,26-14,'BOS',leads,2009-10-27,2009-10
11132,91,91,91,200910270CLE,7.2,16.3,1st quarter,2:08.0,LeBron James,CLE,False,2-pointer,20,28-17,'BOS',leads,2009-10-27,2009-10
11133,94,94,94,200910270CLE,23.2,7.3,1st quarter,0:21.9,LeBron James,CLE,False,2-pointer,2,28-19,'BOS',leads,2009-10-27,2009-10
11134,101,101,101,200910270CLE,24.2,6.2,2nd quarter,5:18.0,LeBron James,CLE,True,2-pointer,1,38-36,'BOS',leads,2009-10-27,2009-10
11135,104,104,104,200910270CLE,7.2,28.5,2nd quarter,3:29.0,LeBron James,CLE,False,3-pointer,29,40-41,'BOS',trails,2009-10-27,2009-10
11136,111,111,111,200910270CLE,8.8,18.7,3rd quarter,11:15.0,LeBron James,CLE,True,2-pointer,20,47-53,'BOS',trails,2009-10-27,2009-10
11137,113,113,113,200910270CLE,12.8,25.0,3rd quarter,9:33.0,LeBron James,CLE,False,2-pointer,23,47-59,'BOS',trails,2009-10-27,2009-10
11138,116,116,116,200910270CLE,39.2,25.3,3rd quarter,7:08.0,LeBron James,CLE,False,3-pointer,25,49-62,'BOS',trails,2009-10-27,2009-10
11139,124,124,124,200910270CLE,47.0,5.3,3rd quarter,2:05.0,LeBron James,CLE,True,3-pointer,23,61-70,'BOS',trails,2009-10-27,2009-10
11140,126,126,126,200910270CLE,24.6,6.7,3rd quarter,0:52.4,LeBron James,CLE,True,2-pointer,2,63-72,'BOS',trails,2009-10-27,2009-10
11141,127,127,127,200910270CLE,23.8,6.4,3rd quarter,0:00.0,LeBron James,CLE,False,2-pointer,1,65-72,'BOS',trails,2009-10-27,2009-10
11142,129,129,129,200910270CLE,39.5,13.5,4th quarter,10:56.0,LeBron James,CLE,True,2-pointer,18,67-74,'BOS',trails,2009-10-27,2009-10
11143,133,133,133,200910270CLE,23.3,6.2,4th quarter,7:25.0,LeBron James,CLE,False,2-pointer,1,73-80,'BOS',trails,2009-10-27,2009-10
11144,136,136,136,200910270CLE,35.9,28.5,4th quarter,4:50.0,LeBron James,CLE,True,3-pointer,26,79-83,'BOS',trails,2009-10-27,2009-10
11145,138,138,138,200910270CLE,17.0,29.7,4th quarter,1:17.0,LeBron James,CLE,False,3-pointer,26,83-87,'BOS',trails,2009-10-27,2009-10
11146,139,139,139,200910270CLE,23.0,5.1,4th quarter,0:15.9,LeBron James,CLE,True,2-pointer,1,86-91,'BOS',trails,2009-10-27,2009-10
11147,140,140,140,200910270CLE,25.0,29.9,4th quarter,0:12.9,LeBron James,CLE,True,3-pointer,25,89-93,'BOS',trails,2009-10-27,2009-10
11148,141,141,141,200910270CLE,32.3,29.4,4th quarter,0:04.8,LeBron James,CLE,False,3-pointer,26,89-95,'BOS',trails,2009-10-27,2009-10
11149,1783,1783,1783,200910280TOR,15.3,24.2,1st quarter,7:15.0,LeBron James,CLE,False,2-pointer,21,6-11,'TOR',trails,2009-10-28,2009-10
11150,1793,1793,1793,200910280TOR,24.0,5.0,1st quarter,2:53.0,LeBron James,CLE,False,2-pointer,0,13-21,'TOR',trails,2009-10-28,2009-10
11151,1794,1794,1794,200910280TOR,24.0,5.0,1st quarter,2:53.0,LeBron James,CLE,True,2-pointer,0,15-21,'TOR',trails,2009-10-28,2009-10
11152,1811,1811,1811,200910280TOR,7.9,8.4,2nd quarter,7:25.0,LeBron James,CLE,True,2-pointer,16,30-37,'TOR',trails,2009-10-28,2009-10
11153,1812,1812,1812,200910280TOR,24.0,5.0,2nd quarter,6:48.0,LeBron James,CLE,True,2-pointer,0,32-37,'TOR',trails,2009-10-28,2009-10
11154,1813,1813,1813,200910280TOR,21.1,12.8,2nd quarter,6:15.0,LeBron James,CLE,False,2-pointer,8,32-39,'TOR',trails,2009-10-28,2009-10
