,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,match_id,shotX,shotY,quarter,time_remaining,player,team,made,shot_type,distance,score,opp,status,match_date,season
27321,196,196,196,201810180POR,24.7,4.1,1st quarter,9:21.0,LeBron James,LAL,True,2-pointer,1,8-2,'POR',leads,2018-10-18,2018-19
27322,197,197,197,201810180POR,24.1,4.4,1st quarter,9:02.0,LeBron James,LAL,True,2-pointer,1,10-4,'POR',leads,2018-10-18,2018-19
27323,201,201,201,201810180POR,23.6,9.3,1st quarter,7:13.0,LeBron James,LAL,False,2-pointer,6,12-11,'POR',leads,2018-10-18,2018-19
27324,203,203,203,201810180POR,23.6,3.9,1st quarter,6:37.0,LeBron James,LAL,True,2-pointer,1,16-11,'POR',leads,2018-10-18,2018-19
27325,206,206,206,201810180POR,25.2,3.6,1st quarter,4:44.0,LeBron James,LAL,True,2-pointer,1,25-15,'POR',leads,2018-10-18,2018-19
27326,208,208,208,201810180POR,24.0,2.7,1st quarter,4:07.0,LeBron James,LAL,True,2-pointer,1,27-18,'POR',leads,2018-10-18,2018-19
27327,220,220,220,201810180POR,23.4,5.4,2nd quarter,9:42.0,LeBron James,LAL,False,2-pointer,2,35-41,'POR',trails,2018-10-18,2018-19
27328,224,224,224,201810180POR,26.8,11.1,2nd quarter,6:55.0,LeBron James,LAL,False,2-pointer,8,40-50,'POR',trails,2018-10-18,2018-19
27329,226,226,226,201810180POR,11.2,25.8,2nd quarter,6:15.0,LeBron James,LAL,False,3-pointer,26,42-52,'POR',trails,2018-10-18,2018-19
27330,231,231,231,201810180POR,25.2,4.3,2nd quarter,4:20.0,LeBron James,LAL,True,2-pointer,2,49-53,'POR',trails,2018-10-18,2018-19
27331,247,247,247,201810180POR,9.2,26.8,3rd quarter,7:55.0,LeBron James,LAL,False,3-pointer,28,70-71,'POR',trails,2018-10-18,2018-19
27332,265,265,265,201810180POR,17.2,29.7,4th quarter,11:09.0,LeBron James,LAL,False,3-pointer,27,91-96,'POR',trails,2018-10-18,2018-19
27333,268,268,268,201810180POR,22.8,3.6,4th quarter,9:35.0,LeBron James,LAL,True,2-pointer,1,95-98,'POR',trails,2018-10-18,2018-19
27334,272,272,272,201810180POR,25.6,3.4,4th quarter,6:47.0,LeBron James,LAL,True,2-pointer,2,102-107,'POR',trails,2018-10-18,2018-19
27335,274,274,274,201810180POR,15.5,27.3,4th quarter,5:26.0,LeBron James,LAL,False,3-pointer,25,104-111,'POR',trails,2018-10-18,2018-19
27336,282,282,282,201810180POR,24.8,5.1,4th quarter,0:59.0,LeBron James,LAL,True,2-pointer,2,116-124,'POR',trails,2018-10-18,2018-19
27337,808,808,808,201810200LAL,28.3,20.0,1st quarter,10:02.0,LeBron James,LAL,True,2-pointer,17,2-7,'HOU',trails,2018-10-20,2018-19
27338,810,810,810,201810200LAL,10.5,25.3,1st quarter,9:12.0,LeBron James,LAL,False,3-pointer,26,4-9,'HOU',trails,2018-10-20,2018-19
27339,816,816,816,201810200LAL,25.6,4.6,1st quarter,7:03.0,LeBron James,LAL,True,2-pointer,2,14-14,'HOU',tied,2018-10-20,2018-19
27340,836,836,836,201810200LAL,23.5,4.5,2nd quarter,8:51.0,LeBron James,LAL,True,2-pointer,1,38-39,'HOU',trails,2018-10-20,2018-19
27341,839,839,839,201810200LAL,24.3,3.5,2nd quarter,7:37.0,LeBron James,LAL,True,2-pointer,0,44-42,'HOU',leads,2018-10-20,2018-19
27342,848,848,848,201810200LAL,24.6,5.3,2nd quarter,3:02.0,LeBron James,LAL,False,2-pointer,2,53-55,'HOU',trails,2018-10-20,2018-19
27343,849,849,849,201810200LAL,23.4,4.3,2nd quarter,2:41.0,LeBron James,LAL,True,2-pointer,1,55-55,'HOU',tied,2018-10-20,2018-19
27344,851,851,851,201810200LAL,24.8,4.9,2nd quarter,1:23.0,LeBron James,LAL,False,2-pointer,2,58-60,'HOU',trails,2018-10-20,2018-19
27345,852,852,852,201810200LAL,42.0,23.5,2nd quarter,1:14.0,LeBron James,LAL,False,3-pointer,27,58-60,'HOU',trails,2018-10-20,2018-19
27346,856,856,856,201810200LAL,24.0,4.5,2nd quarter,0:04.0,LeBron James,LAL,False,2-pointer,1,62-64,'HOU',trails,2018-10-20,2018-19
27347,859,859,859,201810200LAL,26.6,29.5,3rd quarter,11:08.0,LeBron James,LAL,True,3-pointer,26,65-72,'HOU',trails,2018-10-20,2018-19
27348,860,860,860,201810200LAL,9.2,23.9,3rd quarter,10:46.0,LeBron James,LAL,False,3-pointer,25,66-72,'HOU',trails,2018-10-20,2018-19
27349,870,870,870,201810200LAL,24.3,5.4,3rd quarter,5:39.0,LeBron James,LAL,True,2-pointer,2,81-84,'HOU',trails,2018-10-20,2018-19
