,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,match_id,shotX,shotY,quarter,time_remaining,player,team,made,shot_type,distance,score,opp,status,match_date,season
14730,243,243,243,201112270MIA,41.0,15.8,1st quarter,3:19.0,LeBron James,MIA,False,2-pointer,20,26-22,'MIA',leads,2011-12-27,2011-12
14731,247,247,247,201112270MIA,17.8,11.1,1st quarter,0:00.7,LeBron James,MIA,False,2-pointer,9,30-27,'MIA',leads,2011-12-27,2011-12
14732,262,262,262,201112270MIA,19.5,22.5,2nd quarter,1:59.0,LeBron James,MIA,True,2-pointer,18,61-49,'MIA',leads,2011-12-27,2011-12
14733,264,264,264,201112270MIA,22.9,6.1,2nd quarter,1:27.0,LeBron James,MIA,True,2-pointer,2,63-49,'MIA',leads,2011-12-27,2011-12
14734,265,265,265,201112270MIA,26.1,5.9,2nd quarter,1:14.0,LeBron James,MIA,True,2-pointer,2,65-49,'MIA',leads,2011-12-27,2011-12
14735,272,272,272,201112270MIA,10.6,13.9,3rd quarter,7:02.0,LeBron James,MIA,True,2-pointer,16,81-65,'MIA',leads,2011-12-27,2011-12
14736,273,273,273,201112270MIA,23.8,6.1,3rd quarter,6:37.0,LeBron James,MIA,True,2-pointer,1,83-65,'MIA',leads,2011-12-27,2011-12
14737,274,274,274,201112270MIA,30.7,24.2,3rd quarter,6:03.0,LeBron James,MIA,True,2-pointer,20,85-65,'MIA',leads,2011-12-27,2011-12
14738,275,275,275,201112270MIA,32.4,20.7,3rd quarter,5:34.0,LeBron James,MIA,False,2-pointer,18,85-67,'MIA',leads,2011-12-27,2011-12
14739,284,284,284,201112270MIA,10.6,7.5,3rd quarter,0:48.9,LeBron James,MIA,False,2-pointer,14,90-79,'MIA',leads,2011-12-27,2011-12
14740,295,295,295,201112270MIA,39.5,19.3,4th quarter,5:13.0,LeBron James,MIA,False,2-pointer,21,104-95,'MIA',leads,2011-12-27,2011-12
14741,298,298,298,201112270MIA,25.7,5.6,4th quarter,3:54.0,LeBron James,MIA,True,2-pointer,2,106-97,'MIA',leads,2011-12-27,2011-12
14742,155,155,155,201112280CHA,24.2,12.5,1st quarter,9:30.0,LeBron James,MIA,False,2-pointer,8,0-9,'MIA',trails,2011-12-28,2011-12
14743,157,157,157,201112280CHA,24.2,4.0,1st quarter,8:32.0,LeBron James,MIA,True,2-pointer,1,2-11,'MIA',trails,2011-12-28,2011-12
14744,160,160,160,201112280CHA,14.5,11.6,1st quarter,6:58.0,LeBron James,MIA,False,2-pointer,12,4-13,'MIA',trails,2011-12-28,2011-12
14745,166,166,166,201112280CHA,18.1,6.9,1st quarter,4:01.0,LeBron James,MIA,True,2-pointer,6,14-21,'MIA',trails,2011-12-28,2011-12
14746,168,168,168,201112280CHA,13.5,10.8,1st quarter,2:53.0,LeBron James,MIA,True,2-pointer,12,16-22,'MIA',trails,2011-12-28,2011-12
14747,181,181,181,201112280CHA,40.0,10.5,2nd quarter,5:29.0,LeBron James,MIA,True,2-pointer,17,34-46,'MIA',trails,2011-12-28,2011-12
14748,185,185,185,201112280CHA,20.3,8.1,2nd quarter,2:51.0,LeBron James,MIA,True,2-pointer,5,39-52,'MIA',trails,2011-12-28,2011-12
14749,189,189,189,201112280CHA,9.8,4.5,2nd quarter,1:10.0,LeBron James,MIA,False,2-pointer,14,42-54,'MIA',trails,2011-12-28,2011-12
14750,190,190,190,201112280CHA,32.1,26.6,2nd quarter,0:07.9,LeBron James,MIA,False,2-pointer,23,44-57,'MIA',trails,2011-12-28,2011-12
14751,192,192,192,201112280CHA,23.6,5.7,3rd quarter,11:24.0,LeBron James,MIA,True,2-pointer,1,49-60,'MIA',trails,2011-12-28,2011-12
14752,193,193,193,201112280CHA,38.7,14.4,3rd quarter,10:21.0,LeBron James,MIA,False,2-pointer,17,51-60,'MIA',trails,2011-12-28,2011-12
14753,194,194,194,201112280CHA,5.5,16.8,3rd quarter,9:46.0,LeBron James,MIA,False,2-pointer,22,51-62,'MIA',trails,2011-12-28,2011-12
14754,199,199,199,201112280CHA,23.6,7.3,3rd quarter,7:00.0,LeBron James,MIA,True,2-pointer,2,57-66,'MIA',trails,2011-12-28,2011-12
14755,200,200,200,201112280CHA,26.0,8.6,3rd quarter,6:33.0,LeBron James,MIA,True,2-pointer,4,59-66,'MIA',trails,2011-12-28,2011-12
14756,201,201,201,201112280CHA,33.9,6.4,3rd quarter,5:56.0,LeBron James,MIA,False,2-pointer,10,59-66,'MIA',trails,2011-12-28,2011-12
14757,204,204,204,201112280CHA,26.1,13.5,3rd quarter,4:32.0,LeBron James,MIA,True,2-pointer,9,63-68,'MIA',trails,2011-12-28,2011-12
14758,207,207,207,201112280CHA,43.2,8.7,3rd quarter,2:40.0,LeBron James,MIA,False,2-pointer,20,65-70,'MIA',trails,2011-12-28,2011-12
14759,209,209,209,201112280CHA,28.0,8.6,3rd quarter,1:55.0,LeBron James,MIA,True,2-pointer,5,69-70,'MIA',trails,2011-12-28,2011-12
14760,219,219,219,201112280CHA,24.0,7.0,4th quarter,5:32.0,LeBron James,MIA,True,2-pointer,2,82-80,'MIA',leads,2011-12-28,2011-12
14761,221,221,221,201112280CHA,25.8,4.8,4th quarter,4:34.0,LeBron James,MIA,False,2-pointer,2,82-80,'MIA',leads,2011-12-28,2011-12
14762,222,222,222,201112280CHA,25.0,5.3,4th quarter,4:05.0,LeBron James,MIA,True,2-pointer,1,84-82,'MIA',leads,2011-12-28,2011-12
14763,226,226,226,201112280CHA,24.1,5.0,4th quarter,2:11.0,LeBron James,MIA,True,2-pointer,0,90-86,'MIA',leads,2011-12-28,2011-12
14764,227,227,227,201112280CHA,11.7,16.9,4th quarter,1:27.0,LeBron James,MIA,False,2-pointer,17,90-86,'MIA',leads,2011-12-28,2011-12
14765,1268,1268,1268,201112300MIN,23.6,5.0,1st quarter,11:04.0,LeBron James,MIA,True,2-pointer,0,2-2,'MIA',tied,2011-12-30,2011-12
14766,1273,1273,1273,201112300MIN,23.8,5.9,1st quarter,8:33.0,LeBron James,MIA,True,2-pointer,1,6-4,'MIA',leads,2011-12-30,2011-12
14767,1275,1275,1275,201112300MIN,34.6,22.0,1st quarter,7:01.0,LeBron James,MIA,True,2-pointer,20,12-9,'MIA',leads,2011-12-30,2011-12
14768,1276,1276,1276,201112300MIN,7.6,9.2,1st quarter,6:31.0,LeBron James,MIA,False,2-pointer,17,12-9,'MIA',leads,2011-12-30,2011-12
14769,1282,1282,1282,201112300MIN,11.0,23.4,1st quarter,4:31.0,LeBron James,MIA,False,2-pointer,23,17-14,'MIA',leads,2011-12-30,2011-12
14770,1286,1286,1286,201112300MIN,23.3,4.8,1st quarter,2:41.0,LeBron James,MIA,True,2-pointer,1,24-15,'MIA',leads,2011-12-30,2011-12
14771,1287,1287,1287,201112300MIN,17.8,27.0,1st quarter,2:18.0,LeBron James,MIA,True,2-pointer,23,26-15,'MIA',leads,2011-12-30,2011-12
14772,1288,1288,1288,201112300MIN,10.4,22.3,1st quarter,1:01.0,LeBron James,MIA,True,2-pointer,22,29-18,'MIA',leads,2011-12-30,2011-12
14773,1289,1289,1289,201112300MIN,33.4,23.7,1st quarter,0:38.8,LeBron James,MIA,False,2-pointer,21,29-18,'MIA',leads,2011-12-30,2011-12
14774,1290,1290,1290,201112300MIN,39.9,18.7,1st quarter,0:02.9,LeBron James,MIA,True,2-pointer,21,31-20,'MIA',leads,2011-12-30,2011-12
14775,1301,1301,1301,201112300MIN,4.4,5.7,2nd quarter,4:17.0,LeBron James,MIA,False,2-pointer,20,45-37,'MIA',leads,2011-12-30,2011-12
14776,1304,1304,1304,201112300MIN,23.3,5.3,2nd quarter,1:33.0,LeBron James,MIA,True,2-pointer,1,47-49,'MIA',trails,2011-12-30,2011-12
14777,1317,1317,1317,201112300MIN,23.2,4.8,3rd quarter,7:45.0,LeBron James,MIA,True,2-pointer,1,62-64,'MIA',trails,2011-12-30,2011-12
14778,1320,1320,1320,201112300MIN,8.8,11.9,3rd quarter,6:11.0,LeBron James,MIA,True,2-pointer,17,68-66,'MIA',leads,2011-12-30,2011-12
14779,1323,1323,1323,201112300MIN,24.7,5.0,3rd quarter,4:41.0,LeBron James,MIA,True,2-pointer,1,74-69,'MIA',leads,2011-12-30,2011-12
14780,1324,1324,1324,201112300MIN,22.4,3.9,3rd quarter,4:19.0,LeBron James,MIA,True,2-pointer,2,76-69,'MIA',leads,2011-12-30,2011-12
14781,1325,1325,1325,201112300MIN,16.2,22.2,3rd quarter,3:57.0,LeBron James,MIA,False,2-pointer,19,76-69,'MIA',leads,2011-12-30,2011-12
14782,1326,1326,1326,201112300MIN,6.0,17.6,3rd quarter,3:22.0,LeBron James,MIA,False,2-pointer,22,76-72,'MIA',leads,2011-12-30,2011-12
14783,1327,1327,1327,201112300MIN,24.0,16.6,3rd quarter,2:42.0,LeBron James,MIA,False,2-pointer,12,76-72,'MIA',leads,2011-12-30,2011-12
14784,1328,1328,1328,201112300MIN,23.2,5.0,3rd quarter,2:27.0,LeBron James,MIA,True,2-pointer,1,78-72,'MIA',leads,2011-12-30,2011-12
14785,1331,1331,1331,201112300MIN,34.5,13.0,3rd quarter,1:11.0,LeBron James,MIA,True,2-pointer,13,80-75,'MIA',leads,2011-12-30,2011-12
14786,1332,1332,1332,201112300MIN,26.7,5.9,3rd quarter,0:47.9,LeBron James,MIA,False,2-pointer,3,80-75,'MIA',leads,2011-12-30,2011-12
14787,1344,1344,1344,201112300MIN,22.9,8.1,4th quarter,6:25.0,LeBron James,MIA,False,2-pointer,3,86-88,'MIA',trails,2011-12-30,2011-12
14788,1348,1348,1348,201112300MIN,6.6,6.1,4th quarter,4:24.0,LeBron James,MIA,True,2-pointer,17,92-91,'MIA',leads,2011-12-30,2011-12
14789,1357,1357,1357,201112300MIN,24.0,30.4,4th quarter,1:15.0,LeBron James,MIA,False,3-pointer,25,96-98,'MIA',trails,2011-12-30,2011-12
14790,1358,1358,1358,201112300MIN,24.6,5.4,4th quarter,1:08.0,LeBron James,MIA,True,2-pointer,1,98-99,'MIA',trails,2011-12-30,2011-12
14791,726,726,726,201201010MIA,23.3,12.1,1st quarter,8:03.0,LeBron James,MIA,False,2-pointer,7,11-4,'MIA',leads,2012-01-01,2011-12
14792,730,730,730,201201010MIA,24.0,21.5,1st quarter,6:15.0,LeBron James,MIA,False,2-pointer,17,17-6,'MIA',leads,2012-01-01,2011-12
14793,732,732,732,201201010MIA,22.7,7.2,1st quarter,5:13.0,LeBron James,MIA,False,2-pointer,3,20-8,'MIA',leads,2012-01-01,2011-12
14794,759,759,759,201201010MIA,22.1,5.9,2nd quarter,0:47.9,LeBron James,MIA,True,2-pointer,2,63-37,'MIA',leads,2012-01-01,2011-12
14795,761,761,761,201201010MIA,12.3,6.1,3rd quarter,11:16.0,LeBron James,MIA,True,2-pointer,12,67-40,'MIA',leads,2012-01-01,2011-12
14796,763,763,763,201201010MIA,34.3,18.2,3rd quarter,10:09.0,LeBron James,MIA,True,2-pointer,17,69-40,'MIA',leads,2012-01-01,2011-12
14797,766,766,766,201201010MIA,23.6,5.9,3rd quarter,8:41.0,LeBron James,MIA,True,2-pointer,1,75-42,'MIA',leads,2012-01-01,2011-12
14798,768,768,768,201201010MIA,6.8,13.3,3rd quarter,8:01.0,LeBron James,MIA,False,2-pointer,19,77-42,'MIA',leads,2012-01-01,2011-12
14799,775,775,775,201201010MIA,23.2,5.7,3rd quarter,1:38.0,LeBron James,MIA,True,2-pointer,1,85-57,'MIA',leads,2012-01-01,2011-12
14800,777,777,777,201201010MIA,36.2,17.1,3rd quarter,0:09.8,LeBron James,MIA,True,2-pointer,17,92-61,'MIA',leads,2012-01-01,2011-12
14801,700,700,700,201201020MIA,22.9,5.1,1st quarter,11:38.0,LeBron James,MIA,True,2-pointer,1,2-0,'MIA',leads,2012-01-02,2011-12
14802,704,704,704,201201020MIA,21.7,5.7,1st quarter,8:36.0,LeBron James,MIA,True,2-pointer,2,10-6,'MIA',leads,2012-01-02,2011-12
14803,705,705,705,201201020MIA,22.4,5.6,1st quarter,8:12.0,LeBron James,MIA,True,2-pointer,2,12-6,'MIA',leads,2012-01-02,2011-12
14804,713,713,713,201201020MIA,21.7,5.0,1st quarter,3:33.0,LeBron James,MIA,True,2-pointer,2,20-10,'MIA',leads,2012-01-02,2011-12
14805,715,715,715,201201020MIA,35.9,19.3,1st quarter,2:30.0,LeBron James,MIA,False,2-pointer,19,20-12,'MIA',leads,2012-01-02,2011-12
14806,716,716,716,201201020MIA,35.3,18.4,1st quarter,1:48.0,LeBron James,MIA,False,2-pointer,18,20-14,'MIA',leads,2012-01-02,2011-12
14807,730,730,730,201201020MIA,12.1,13.0,2nd quarter,4:52.0,LeBron James,MIA,False,2-pointer,14,39-34,'MIA',leads,2012-01-02,2011-12
14808,733,733,733,201201020MIA,22.1,5.6,2nd quarter,2:03.0,LeBron James,MIA,True,2-pointer,2,44-44,'MIA',tied,2012-01-02,2011-12
14809,736,736,736,201201020MIA,41.0,3.9,2nd quarter,0:50.4,LeBron James,MIA,True,2-pointer,17,48-44,'MIA',leads,2012-01-02,2011-12
14810,740,740,740,201201020MIA,22.9,6.2,3rd quarter,9:22.0,LeBron James,MIA,True,2-pointer,2,55-51,'MIA',leads,2012-01-02,2011-12
14811,745,745,745,201201020MIA,24.0,5.7,3rd quarter,5:17.0,LeBron James,MIA,True,2-pointer,1,60-61,'MIA',trails,2012-01-02,2011-12
14812,748,748,748,201201020MIA,12.1,19.2,3rd quarter,3:15.0,LeBron James,MIA,True,2-pointer,19,65-65,'MIA',tied,2012-01-02,2011-12
14813,749,749,749,201201020MIA,7.6,20.3,3rd quarter,2:31.0,LeBron James,MIA,False,2-pointer,22,65-65,'MIA',tied,2012-01-02,2011-12
14814,751,751,751,201201020MIA,8.0,10.6,3rd quarter,1:12.0,LeBron James,MIA,False,2-pointer,17,67-67,'MIA',tied,2012-01-02,2011-12
14815,760,760,760,201201020MIA,7.1,14.7,4th quarter,7:31.0,LeBron James,MIA,False,2-pointer,19,74-79,'MIA',trails,2012-01-02,2011-12
14816,764,764,764,201201020MIA,25.2,6.2,4th quarter,3:58.0,LeBron James,MIA,True,2-pointer,2,83-88,'MIA',trails,2012-01-02,2011-12
14817,766,766,766,201201020MIA,22.5,5.9,4th quarter,2:47.0,LeBron James,MIA,False,2-pointer,2,84-90,'MIA',trails,2012-01-02,2011-12
14818,772,772,772,201201020MIA,25.3,5.4,4th quarter,0:23.3,LeBron James,MIA,True,2-pointer,1,92-100,'MIA',trails,2012-01-02,2011-12
14819,878,878,878,201201040MIA,25.2,5.3,1st quarter,9:24.0,LeBron James,MIA,True,2-pointer,1,10-4,'MIA',leads,2012-01-04,2011-12
14820,879,879,879,201201040MIA,9.9,5.4,1st quarter,8:42.0,LeBron James,MIA,False,2-pointer,14,10-6,'MIA',leads,2012-01-04,2011-12
14821,880,880,880,201201040MIA,25.0,5.6,1st quarter,8:38.0,LeBron James,MIA,True,2-pointer,1,12-6,'MIA',leads,2012-01-04,2011-12
14822,882,882,882,201201040MIA,11.5,17.3,1st quarter,6:02.0,LeBron James,MIA,False,2-pointer,18,16-17,'MIA',trails,2012-01-04,2011-12
14823,883,883,883,201201040MIA,18.4,15.1,1st quarter,5:42.0,LeBron James,MIA,True,2-pointer,12,18-19,'MIA',trails,2012-01-04,2011-12
14824,884,884,884,201201040MIA,35.8,20.1,1st quarter,4:29.0,LeBron James,MIA,False,2-pointer,19,20-19,'MIA',leads,2012-01-04,2011-12
14825,893,893,893,201201040MIA,23.2,5.7,1st quarter,0:38.2,LeBron James,MIA,True,2-pointer,1,28-24,'MIA',leads,2012-01-04,2011-12
14826,894,894,894,201201040MIA,16.7,15.7,1st quarter,0:06.9,LeBron James,MIA,False,2-pointer,13,29-27,'MIA',leads,2012-01-04,2011-12
14827,906,906,906,201201040MIA,17.5,5.7,2nd quarter,3:42.0,LeBron James,MIA,True,2-pointer,7,52-37,'MIA',leads,2012-01-04,2011-12
14828,907,907,907,201201040MIA,32.3,5.3,2nd quarter,3:16.0,LeBron James,MIA,False,2-pointer,8,53-37,'MIA',leads,2012-01-04,2011-12
14829,913,913,913,201201040MIA,23.5,6.4,2nd quarter,0:02.1,LeBron James,MIA,True,2-pointer,1,62-39,'MIA',leads,2012-01-04,2011-12
14830,915,915,915,201201040MIA,22.9,6.1,3rd quarter,10:17.0,LeBron James,MIA,True,2-pointer,2,66-41,'MIA',leads,2012-01-04,2011-12
14831,918,918,918,201201040MIA,23.6,5.6,3rd quarter,8:41.0,LeBron James,MIA,False,2-pointer,1,68-48,'MIA',leads,2012-01-04,2011-12
14832,922,922,922,201201040MIA,25.3,5.9,3rd quarter,5:59.0,LeBron James,MIA,False,2-pointer,2,71-54,'MIA',leads,2012-01-04,2011-12
14833,928,928,928,201201040MIA,23.8,5.7,3rd quarter,2:39.0,LeBron James,MIA,True,2-pointer,1,77-62,'MIA',leads,2012-01-04,2011-12
14834,930,930,930,201201040MIA,23.3,6.4,3rd quarter,0:57.0,LeBron James,MIA,False,2-pointer,2,82-65,'MIA',leads,2012-01-04,2011-12
14835,932,932,932,201201040MIA,8.3,16.8,3rd quarter,0:00.8,LeBron James,MIA,True,2-pointer,20,88-66,'MIA',leads,2012-01-04,2011-12
14836,936,936,936,201201040MIA,25.0,5.7,4th quarter,10:43.0,LeBron James,MIA,True,2-pointer,1,90-68,'MIA',leads,2012-01-04,2011-12
14837,940,940,940,201201040MIA,24.4,5.0,4th quarter,8:48.0,LeBron James,MIA,True,2-pointer,0,97-68,'MIA',leads,2012-01-04,2011-12
14838,944,944,944,201201040MIA,8.2,6.5,4th quarter,6:07.0,LeBron James,MIA,True,2-pointer,16,105-72,'MIA',leads,2012-01-04,2011-12
14839,945,945,945,201201040MIA,9.4,15.4,4th quarter,5:31.0,LeBron James,MIA,False,2-pointer,18,105-72,'MIA',leads,2012-01-04,2011-12
14840,1100,1100,1100,201201070NJN,26.8,6.4,1st quarter,10:50.0,LeBron James,MIA,True,2-pointer,3,5-0,'MIA',leads,2012-01-07,2011-12
14841,1103,1103,1103,201201070NJN,9.0,12.7,1st quarter,9:10.0,LeBron James,MIA,True,2-pointer,17,10-0,'MIA',leads,2012-01-07,2011-12
14842,1110,1110,1110,201201070NJN,24.6,7.0,1st quarter,5:46.0,LeBron James,MIA,True,2-pointer,2,14-10,'MIA',leads,2012-01-07,2011-12
14843,1111,1111,1111,201201070NJN,21.0,7.8,1st quarter,5:14.0,LeBron James,MIA,True,2-pointer,4,16-12,'MIA',leads,2012-01-07,2011-12
14844,1113,1113,1113,201201070NJN,25.7,6.2,1st quarter,2:11.0,LeBron James,MIA,True,2-pointer,2,25-12,'MIA',leads,2012-01-07,2011-12
14845,1116,1116,1116,201201070NJN,24.7,6.5,1st quarter,0:51.5,LeBron James,MIA,True,2-pointer,2,27-16,'MIA',leads,2012-01-07,2011-12
14846,1118,1118,1118,201201070NJN,32.6,22.3,1st quarter,0:00.2,LeBron James,MIA,True,2-pointer,19,31-18,'MIA',leads,2012-01-07,2011-12
14847,1130,1130,1130,201201070NJN,8.8,12.4,2nd quarter,3:44.0,LeBron James,MIA,False,2-pointer,17,46-31,'MIA',leads,2012-01-07,2011-12
14848,1133,1133,1133,201201070NJN,15.3,23.4,2nd quarter,1:58.0,LeBron James,MIA,True,2-pointer,20,52-33,'MIA',leads,2012-01-07,2011-12
14849,1139,1139,1139,201201070NJN,40.3,19.5,3rd quarter,9:26.0,LeBron James,MIA,False,2-pointer,22,61-42,'MIA',leads,2012-01-07,2011-12
14850,1153,1153,1153,201201070NJN,23.0,7.6,3rd quarter,1:35.0,LeBron James,MIA,False,2-pointer,3,74-59,'MIA',leads,2012-01-07,2011-12
14851,1155,1155,1155,201201070NJN,28.2,8.4,3rd quarter,0:35.9,LeBron James,MIA,True,2-pointer,5,78-61,'MIA',leads,2012-01-07,2011-12
14852,1168,1168,1168,201201070NJN,6.8,5.0,4th quarter,5:57.0,LeBron James,MIA,True,2-pointer,17,91-75,'MIA',leads,2012-01-07,2011-12
14853,1169,1169,1169,201201070NJN,1.7,4.2,4th quarter,5:04.0,LeBron James,MIA,False,3-pointer,22,91-79,'MIA',leads,2012-01-07,2011-12
14854,1171,1171,1171,201201070NJN,16.9,21.2,4th quarter,3:45.0,LeBron James,MIA,False,2-pointer,18,93-79,'MIA',leads,2012-01-07,2011-12
14855,1172,1172,1172,201201070NJN,39.1,9.1,4th quarter,2:51.0,LeBron James,MIA,False,2-pointer,16,95-81,'MIA',leads,2012-01-07,2011-12
14856,1173,1173,1173,201201070NJN,25.8,6.2,4th quarter,1:14.0,LeBron James,MIA,True,2-pointer,2,100-86,'MIA',leads,2012-01-07,2011-12
14857,308,308,308,201201100GSW,24.1,5.1,1st quarter,10:56.0,LeBron James,MIA,True,2-pointer,0,4-0,'MIA',leads,2012-01-10,2011-12
14858,310,310,310,201201100GSW,24.1,5.1,1st quarter,9:58.0,LeBron James,MIA,True,2-pointer,0,8-2,'MIA',leads,2012-01-10,2011-12
14859,312,312,312,201201100GSW,17.3,8.4,1st quarter,8:08.0,LeBron James,MIA,False,2-pointer,8,9-8,'MIA',leads,2012-01-10,2011-12
14860,314,314,314,201201100GSW,20.6,8.3,1st quarter,5:43.0,LeBron James,MIA,False,2-pointer,5,12-16,'MIA',trails,2012-01-10,2011-12
14861,319,319,319,201201100GSW,24.7,5.0,1st quarter,4:54.0,LeBron James,MIA,True,2-pointer,1,16-16,'MIA',tied,2012-01-10,2011-12
14862,320,320,320,201201100GSW,24.9,11.0,1st quarter,3:34.0,LeBron James,MIA,False,2-pointer,6,16-18,'MIA',trails,2012-01-10,2011-12
14863,326,326,326,201201100GSW,24.7,5.9,1st quarter,0:31.2,LeBron James,MIA,True,2-pointer,1,22-27,'MIA',trails,2012-01-10,2011-12
14864,336,336,336,201201100GSW,24.0,5.4,2nd quarter,5:20.0,LeBron James,MIA,True,2-pointer,0,42-43,'MIA',trails,2012-01-10,2011-12
14865,337,337,337,201201100GSW,22.5,3.9,2nd quarter,4:34.0,LeBron James,MIA,True,2-pointer,2,44-43,'MIA',leads,2012-01-10,2011-12
14866,349,349,349,201201100GSW,13.5,22.9,3rd quarter,10:46.0,LeBron James,MIA,False,2-pointer,21,59-53,'MIA',leads,2012-01-10,2011-12
14867,355,355,355,201201100GSW,35.4,5.1,3rd quarter,6:36.0,LeBron James,MIA,False,2-pointer,11,67-57,'MIA',leads,2012-01-10,2011-12
14868,359,359,359,201201100GSW,24.4,6.5,3rd quarter,4:12.0,LeBron James,MIA,True,2-pointer,2,75-59,'MIA',leads,2012-01-10,2011-12
14869,362,362,362,201201100GSW,26.1,26.1,3rd quarter,1:49.0,LeBron James,MIA,True,2-pointer,21,82-65,'MIA',leads,2012-01-10,2011-12
14870,363,363,363,201201100GSW,16.5,24.8,3rd quarter,1:15.0,LeBron James,MIA,True,2-pointer,21,84-67,'MIA',leads,2012-01-10,2011-12
14871,364,364,364,201201100GSW,13.2,18.7,3rd quarter,0:44.9,LeBron James,MIA,False,2-pointer,17,84-70,'MIA',leads,2012-01-10,2011-12
14872,365,365,365,201201100GSW,13.7,20.4,3rd quarter,0:05.9,LeBron James,MIA,False,2-pointer,19,84-72,'MIA',leads,2012-01-10,2011-12
14873,383,383,383,201201100GSW,22.5,6.2,1st overtime,4:44.0,LeBron James,MIA,True,2-pointer,2,98-96,'MIA',leads,2012-01-10,2011-12
14874,390,390,390,201201100GSW,4.2,23.1,1st overtime,0:07.9,LeBron James,MIA,False,3-pointer,27,106-109,'MIA',trails,2012-01-10,2011-12
14875,391,391,391,201201100GSW,0.8,5.4,1st overtime,0:02.9,LeBron James,MIA,False,3-pointer,23,106-111,'MIA',trails,2012-01-10,2011-12
14876,639,639,639,201201110LAC,40.8,10.5,1st quarter,10:44.0,LeBron James,MIA,False,2-pointer,18,3-4,'MIA',trails,2012-01-11,2011-12
14877,641,641,641,201201110LAC,24.6,6.5,1st quarter,10:08.0,LeBron James,MIA,False,2-pointer,2,3-4,'MIA',trails,2012-01-11,2011-12
14878,644,644,644,201201110LAC,24.0,8.0,1st quarter,8:38.0,LeBron James,MIA,True,2-pointer,3,5-6,'MIA',trails,2012-01-11,2011-12
