,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,match_id,shotX,shotY,quarter,time_remaining,player,team,made,shot_type,distance,score,opp,status,match_date,season
31052,98,98,98,202110190LAL,43.7,6.8,1st quarter,9:25.0,LeBron James,LAL,True,2-pointer,20,4-4,'LAL',tied,2021-10-19,2021-22
31053,100,100,100,202110190LAL,9.5,23.6,1st quarter,7:32.0,LeBron James,LAL,True,3-pointer,25,12-12,'LAL',tied,2021-10-19,2021-22
31054,102,102,102,202110190LAL,44.5,20.2,1st quarter,6:08.0,LeBron James,LAL,True,3-pointer,27,17-12,'LAL',leads,2021-10-19,2021-22
31055,117,117,117,202110190LAL,15.3,5.6,2nd quarter,11:20.0,LeBron James,LAL,True,2-pointer,9,36-32,'LAL',leads,2021-10-19,2021-22
31056,119,119,119,202110190LAL,14.5,14.3,2nd quarter,10:24.0,LeBron James,LAL,True,2-pointer,15,38-34,'LAL',leads,2021-10-19,2021-22
31057,123,123,123,202110190LAL,13.0,14.3,2nd quarter,7:12.0,LeBron James,LAL,True,2-pointer,16,43-41,'LAL',leads,2021-10-19,2021-22
31058,126,126,126,202110190LAL,30.2,14.3,2nd quarter,5:55.0,LeBron James,LAL,False,2-pointer,13,46-41,'LAL',leads,2021-10-19,2021-22
31059,136,136,136,202110190LAL,18.2,12.3,2nd quarter,2:03.0,LeBron James,LAL,True,2-pointer,11,54-49,'LAL',leads,2021-10-19,2021-22
31060,137,137,137,202110190LAL,29.1,7.2,2nd quarter,1:42.0,LeBron James,LAL,False,2-pointer,6,54-49,'LAL',leads,2021-10-19,2021-22
31061,139,139,139,202110190LAL,21.3,4.7,2nd quarter,0:42.0,LeBron James,LAL,False,2-pointer,3,56-53,'LAL',leads,2021-10-19,2021-22
31062,143,143,143,202110190LAL,20.0,32.1,3rd quarter,10:37.0,LeBron James,LAL,False,3-pointer,29,61-54,'LAL',leads,2021-10-19,2021-22
31063,145,145,145,202110190LAL,20.7,6.5,3rd quarter,9:47.0,LeBron James,LAL,False,2-pointer,5,61-58,'LAL',leads,2021-10-19,2021-22
31064,149,149,149,202110190LAL,9.8,17.5,3rd quarter,8:13.0,LeBron James,LAL,True,2-pointer,20,66-61,'LAL',leads,2021-10-19,2021-22
31065,153,153,153,202110190LAL,23.0,6.5,3rd quarter,6:23.0,LeBron James,LAL,True,2-pointer,3,72-66,'LAL',leads,2021-10-19,2021-22
31066,156,156,156,202110190LAL,10.3,27.1,3rd quarter,5:14.0,LeBron James,LAL,True,3-pointer,27,77-69,'LAL',leads,2021-10-19,2021-22
31067,157,157,157,202110190LAL,38.9,23.8,3rd quarter,4:54.0,LeBron James,LAL,False,3-pointer,25,77-69,'LAL',leads,2021-10-19,2021-22
31068,164,164,164,202110190LAL,33.8,28.3,4th quarter,11:38.0,LeBron James,LAL,False,3-pointer,27,85-83,'LAL',leads,2021-10-19,2021-22
31069,169,169,169,202110190LAL,7.7,23.7,4th quarter,9:37.0,LeBron James,LAL,True,3-pointer,26,90-89,'LAL',leads,2021-10-19,2021-22
31070,170,170,170,202110190LAL,9.5,25.0,4th quarter,8:46.0,LeBron James,LAL,False,3-pointer,26,90-94,'LAL',trails,2021-10-19,2021-22
31071,177,177,177,202110190LAL,7.5,25.8,4th quarter,4:38.0,LeBron James,LAL,False,3-pointer,28,101-106,'LAL',trails,2021-10-19,2021-22
31072,178,178,178,202110190LAL,9.5,16.3,4th quarter,3:46.0,LeBron James,LAL,True,2-pointer,20,103-110,'LAL',trails,2021-10-19,2021-22
31073,180,180,180,202110190LAL,40.7,22.9,4th quarter,1:53.0,LeBron James,LAL,True,3-pointer,26,106-115,'LAL',trails,2021-10-19,2021-22
31074,182,182,182,202110190LAL,30.8,31.8,4th quarter,0:59.0,LeBron James,LAL,False,3-pointer,29,106-115,'LAL',trails,2021-10-19,2021-22
31075,971,971,971,202110220LAL,23.7,19.4,1st quarter,11:38.0,LeBron James,LAL,False,2-pointer,16,0-0,'LAL',tied,2021-10-22,2021-22
31076,975,975,975,202110220LAL,13.1,14.5,1st quarter,9:43.0,LeBron James,LAL,False,2-pointer,16,2-7,'LAL',trails,2021-10-22,2021-22
31077,978,978,978,202110220LAL,25.9,5.3,1st quarter,7:54.0,LeBron James,LAL,False,2-pointer,3,8-11,'LAL',trails,2021-10-22,2021-22
31078,980,980,980,202110220LAL,3.2,19.0,1st quarter,6:48.0,LeBron James,LAL,True,3-pointer,26,15-13,'LAL',leads,2021-10-22,2021-22
31079,983,983,983,202110220LAL,34.5,26.5,1st quarter,5:41.0,LeBron James,LAL,True,3-pointer,26,20-15,'LAL',leads,2021-10-22,2021-22
31080,991,991,991,202110220LAL,27.2,29.8,2nd quarter,11:02.0,LeBron James,LAL,True,3-pointer,27,29-26,'LAL',leads,2021-10-22,2021-22
31081,992,992,992,202110220LAL,13.4,7.3,2nd quarter,10:08.0,LeBron James,LAL,True,2-pointer,11,31-28,'LAL',leads,2021-10-22,2021-22
31082,1004,1004,1004,202110220LAL,22.6,9.8,2nd quarter,2:34.0,LeBron James,LAL,False,2-pointer,7,41-49,'LAL',trails,2021-10-22,2021-22
31083,1008,1008,1008,202110220LAL,38.2,23.8,2nd quarter,0:31.0,LeBron James,LAL,False,3-pointer,25,44-57,'LAL',trails,2021-10-22,2021-22
31084,1011,1011,1011,202110220LAL,9.3,26.2,3rd quarter,10:07.0,LeBron James,LAL,True,3-pointer,27,48-61,'LAL',trails,2021-10-22,2021-22
31085,1015,1015,1015,202110220LAL,35.8,25.8,3rd quarter,8:02.0,LeBron James,LAL,False,3-pointer,26,50-65,'LAL',trails,2021-10-22,2021-22
31086,1018,1018,1018,202110220LAL,24.7,4.7,3rd quarter,6:38.0,LeBron James,LAL,True,2-pointer,2,53-70,'LAL',trails,2021-10-22,2021-22
31087,1021,1021,1021,202110220LAL,27.0,5.9,3rd quarter,5:02.0,LeBron James,LAL,False,2-pointer,4,55-80,'LAL',trails,2021-10-22,2021-22
31088,1026,1026,1026,202110220LAL,22.3,5.1,3rd quarter,3:03.0,LeBron James,LAL,False,2-pointer,2,55-84,'LAL',trails,2021-10-22,2021-22
