,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,match_id,shotX,shotY,quarter,time_remaining,player,team,made,shot_type,distance,score,opp,status,match_date,season
9213,0,0,0,200810280BOS,9.8,18.7,1st quarter,11:22.0,LeBron James,CLE,True,2-pointer,20,4-0,'BOS',leads,2008-10-28,2008-09
9214,1,1,1,200810280BOS,17.0,29.4,1st quarter,10:57.0,LeBron James,CLE,False,3-pointer,25,4-2,'BOS',leads,2008-10-28,2008-09
9215,5,5,5,200810280BOS,24.4,6.2,1st quarter,9:16.0,LeBron James,CLE,False,2-pointer,1,6-4,'BOS',leads,2008-10-28,2008-09
9216,9,9,9,200810280BOS,0.9,6.9,1st quarter,5:49.0,LeBron James,CLE,False,3-pointer,23,14-6,'BOS',leads,2008-10-28,2008-09
9217,10,10,10,200810280BOS,24.2,6.2,1st quarter,4:41.0,LeBron James,CLE,False,2-pointer,1,16-8,'BOS',leads,2008-10-28,2008-09
9218,11,11,11,200810280BOS,25.0,4.5,1st quarter,4:28.0,LeBron James,CLE,True,2-pointer,1,18-8,'BOS',leads,2008-10-28,2008-09
9219,13,13,13,200810280BOS,24.0,25.5,1st quarter,2:01.0,LeBron James,CLE,False,2-pointer,21,22-16,'BOS',leads,2008-10-28,2008-09
9220,15,15,15,200810280BOS,24.1,5.6,1st quarter,0:49.2,LeBron James,CLE,True,2-pointer,1,26-18,'BOS',leads,2008-10-28,2008-09
9221,26,26,26,200810280BOS,11.7,23.3,2nd quarter,4:48.0,LeBron James,CLE,False,2-pointer,22,42-34,'BOS',leads,2008-10-28,2008-09
9222,29,29,29,200810280BOS,24.1,4.5,2nd quarter,2:10.0,LeBron James,CLE,True,2-pointer,1,46-38,'BOS',leads,2008-10-28,2008-09
9223,32,32,32,200810280BOS,12.6,17.3,3rd quarter,11:18.0,LeBron James,CLE,False,2-pointer,17,50-46,'BOS',leads,2008-10-28,2008-09
9224,37,37,37,200810280BOS,24.4,5.6,3rd quarter,7:45.0,LeBron James,CLE,False,2-pointer,1,52-53,'BOS',trails,2008-10-28,2008-09
9225,40,40,40,200810280BOS,24.4,5.1,3rd quarter,4:55.0,LeBron James,CLE,True,2-pointer,0,59-59,'BOS',tied,2008-10-28,2008-09
9226,41,41,41,200810280BOS,23.8,5.4,3rd quarter,3:52.0,LeBron James,CLE,True,2-pointer,0,61-59,'BOS',leads,2008-10-28,2008-09
9227,42,42,42,200810280BOS,33.7,25.3,3rd quarter,3:03.0,LeBron James,CLE,True,2-pointer,23,63-59,'BOS',leads,2008-10-28,2008-09
9228,57,57,57,200810280BOS,17.8,12.8,4th quarter,5:56.0,LeBron James,CLE,False,2-pointer,10,72-78,'BOS',trails,2008-10-28,2008-09
9229,59,59,59,200810280BOS,23.6,5.1,4th quarter,4:53.0,LeBron James,CLE,True,2-pointer,0,76-80,'BOS',trails,2008-10-28,2008-09
9230,60,60,60,200810280BOS,7.4,23.1,4th quarter,4:33.0,LeBron James,CLE,False,3-pointer,25,76-82,'BOS',trails,2008-10-28,2008-09
9231,63,63,63,200810280BOS,24.0,4.2,4th quarter,2:11.0,LeBron James,CLE,True,2-pointer,1,80-83,'BOS',trails,2008-10-28,2008-09
9232,64,64,64,200810280BOS,0.6,13.2,4th quarter,1:37.0,LeBron James,CLE,False,3-pointer,25,80-85,'BOS',trails,2008-10-28,2008-09
9233,66,66,66,200810280BOS,23.6,5.4,4th quarter,0:40.9,LeBron James,CLE,False,2-pointer,1,83-86,'BOS',trails,2008-10-28,2008-09
9234,76,76,76,200810300CLE,24.1,5.1,1st quarter,10:19.0,LeBron James,CLE,True,2-pointer,0,4-2,'CHA',leads,2008-10-30,2008-09
9235,79,79,79,200810300CLE,10.9,12.4,1st quarter,8:27.0,LeBron James,CLE,False,2-pointer,15,6-2,'CHA',leads,2008-10-30,2008-09
9236,84,84,84,200810300CLE,8.3,12.8,1st quarter,5:15.0,LeBron James,CLE,False,2-pointer,18,10-10,'CHA',tied,2008-10-30,2008-09
9237,89,89,89,200810300CLE,23.8,4.4,1st quarter,1:14.0,LeBron James,CLE,True,2-pointer,1,21-16,'CHA',leads,2008-10-30,2008-09
9238,90,90,90,200810300CLE,23.8,5.7,1st quarter,0:52.9,LeBron James,CLE,True,2-pointer,1,23-16,'CHA',leads,2008-10-30,2008-09
9239,105,105,105,200810300CLE,24.2,5.3,2nd quarter,5:19.0,LeBron James,CLE,True,2-pointer,0,37-26,'CHA',leads,2008-10-30,2008-09
9240,110,110,110,200810300CLE,24.0,20.9,2nd quarter,1:46.0,LeBron James,CLE,False,2-pointer,16,46-28,'CHA',leads,2008-10-30,2008-09
