,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,match_id,shotX,shotY,quarter,time_remaining,player,team,made,shot_type,distance,score,opp,status,match_date,season
21672,179,179,179,201510270CHI,4.9,9.5,1st quarter,10:28.0,LeBron James,CLE,True,2-pointer,20,6-0,'CHI',leads,2015-10-27,2015-16
21673,180,180,180,201510270CHI,25.9,24.4,1st quarter,9:47.0,LeBron James,CLE,False,2-pointer,21,6-2,'CHI',leads,2015-10-27,2015-16
21674,181,181,181,201510270CHI,21.3,9.5,1st quarter,9:16.0,LeBron James,CLE,False,2-pointer,7,6-4,'CHI',leads,2015-10-27,2015-16
21675,183,183,183,201510270CHI,24.0,3.1,1st quarter,9:02.0,LeBron James,CLE,True,2-pointer,0,10-4,'CHI',leads,2015-10-27,2015-16
21676,187,187,187,201510270CHI,25.9,5.1,1st quarter,7:57.0,LeBron James,CLE,True,2-pointer,2,12-6,'CHI',leads,2015-10-27,2015-16
21677,198,198,198,201510270CHI,14.8,24.3,1st quarter,2:42.0,LeBron James,CLE,False,2-pointer,23,15-17,'CHI',trails,2015-10-27,2015-16
21678,201,201,201,201510270CHI,26.2,3.7,1st quarter,1:20.0,LeBron James,CLE,True,2-pointer,2,17-22,'CHI',trails,2015-10-27,2015-16
21679,207,207,207,201510270CHI,21.8,4.3,2nd quarter,9:48.0,LeBron James,CLE,False,2-pointer,2,22-30,'CHI',trails,2015-10-27,2015-16
21680,210,210,210,201510270CHI,35.5,24.8,2nd quarter,8:36.0,LeBron James,CLE,False,3-pointer,24,22-32,'CHI',trails,2015-10-27,2015-16
21681,211,211,211,201510270CHI,22.8,5.1,2nd quarter,8:26.0,LeBron James,CLE,False,2-pointer,2,22-32,'CHI',trails,2015-10-27,2015-16
21682,213,213,213,201510270CHI,24.4,4.3,2nd quarter,7:08.0,LeBron James,CLE,True,2-pointer,1,25-34,'CHI',trails,2015-10-27,2015-16
21683,225,225,225,201510270CHI,6.2,21.8,2nd quarter,0:35.0,LeBron James,CLE,False,3-pointer,25,37-44,'CHI',trails,2015-10-27,2015-16
21684,226,226,226,201510270CHI,13.3,27.7,2nd quarter,0:02.0,LeBron James,CLE,True,3-pointer,26,40-46,'CHI',trails,2015-10-27,2015-16
21685,227,227,227,201510270CHI,26.0,3.3,3rd quarter,11:38.0,LeBron James,CLE,True,2-pointer,2,42-46,'CHI',trails,2015-10-27,2015-16
21686,228,228,228,201510270CHI,25.9,3.8,3rd quarter,10:57.0,LeBron James,CLE,True,2-pointer,2,44-48,'CHI',trails,2015-10-27,2015-16
21687,253,253,253,201510270CHI,21.8,3.3,4th quarter,8:32.0,LeBron James,CLE,True,2-pointer,2,73-77,'CHI',trails,2015-10-27,2015-16
21688,254,254,254,201510270CHI,15.7,22.8,4th quarter,7:59.0,LeBron James,CLE,True,2-pointer,21,75-77,'CHI',trails,2015-10-27,2015-16
21689,255,255,255,201510270CHI,15.4,26.2,4th quarter,7:34.0,LeBron James,CLE,False,3-pointer,24,75-77,'CHI',trails,2015-10-27,2015-16
21690,258,258,258,201510270CHI,30.6,3.2,4th quarter,5:32.0,LeBron James,CLE,True,2-pointer,6,83-82,'CHI',leads,2015-10-27,2015-16
21691,260,260,260,201510270CHI,23.3,8.2,4th quarter,4:40.0,LeBron James,CLE,True,2-pointer,5,85-88,'CHI',trails,2015-10-27,2015-16
21692,263,263,263,201510270CHI,0.0,4.1,4th quarter,3:00.0,LeBron James,CLE,False,3-pointer,24,85-91,'CHI',trails,2015-10-27,2015-16
21693,270,270,270,201510270CHI,26.2,4.1,4th quarter,0:04.0,LeBron James,CLE,False,2-pointer,2,95-97,'CHI',trails,2015-10-27,2015-16
21694,833,833,833,201510280MEM,37.2,10.7,1st quarter,8:45.0,LeBron James,CLE,False,2-pointer,15,5-6,'MEM',trails,2015-10-28,2015-16
21695,835,835,835,201510280MEM,24.0,3.1,1st quarter,7:57.0,LeBron James,CLE,True,2-pointer,0,10-6,'MEM',leads,2015-10-28,2015-16
21696,842,842,842,201510280MEM,39.5,22.8,1st quarter,2:32.0,LeBron James,CLE,False,3-pointer,25,19-8,'MEM',leads,2015-10-28,2015-16
21697,846,846,846,201510280MEM,24.2,2.4,1st quarter,0:23.0,LeBron James,CLE,True,2-pointer,0,26-10,'MEM',leads,2015-10-28,2015-16
21698,847,847,847,201510280MEM,16.1,16.9,1st quarter,0:00.0,LeBron James,CLE,False,2-pointer,15,26-10,'MEM',leads,2015-10-28,2015-16
21699,859,859,859,201510280MEM,15.1,20.4,2nd quarter,5:40.0,LeBron James,CLE,False,2-pointer,19,43-20,'MEM',leads,2015-10-28,2015-16
21700,867,867,867,201510280MEM,10.0,0.1,2nd quarter,1:29.0,LeBron James,CLE,False,2-pointer,14,53-30,'MEM',leads,2015-10-28,2015-16
21701,876,876,876,201510280MEM,44.0,6.8,3rd quarter,8:41.0,LeBron James,CLE,False,2-pointer,20,58-36,'MEM',leads,2015-10-28,2015-16
21702,877,877,877,201510280MEM,25.0,3.3,3rd quarter,8:05.0,LeBron James,CLE,True,2-pointer,1,60-38,'MEM',leads,2015-10-28,2015-16
21703,878,878,878,201510280MEM,5.9,19.4,3rd quarter,7:31.0,LeBron James,CLE,False,3-pointer,24,60-40,'MEM',leads,2015-10-28,2015-16
21704,882,882,882,201510280MEM,4.3,8.6,3rd quarter,4:55.0,LeBron James,CLE,True,2-pointer,20,64-44,'MEM',leads,2015-10-28,2015-16
21705,884,884,884,201510280MEM,25.0,23.0,3rd quarter,3:55.0,LeBron James,CLE,False,2-pointer,20,64-46,'MEM',leads,2015-10-28,2015-16
21706,900,900,900,201510280MEM,47.2,6.1,4th quarter,8:02.0,LeBron James,CLE,False,3-pointer,23,86-59,'MEM',leads,2015-10-28,2015-16
21707,415,415,415,201510300CLE,22.3,3.7,1st quarter,10:30.0,LeBron James,CLE,True,2-pointer,1,2-5,'MIA',trails,2015-10-30,2015-16
21708,416,416,416,201510300CLE,25.2,8.6,1st quarter,9:53.0,LeBron James,CLE,True,2-pointer,5,4-5,'MIA',trails,2015-10-30,2015-16
21709,421,421,421,201510300CLE,22.1,3.7,1st quarter,8:03.0,LeBron James,CLE,False,2-pointer,2,7-8,'MIA',trails,2015-10-30,2015-16
21710,429,429,429,201510300CLE,22.0,10.0,1st quarter,4:39.0,LeBron James,CLE,True,2-pointer,7,16-15,'MIA',leads,2015-10-30,2015-16
21711,430,430,430,201510300CLE,36.3,4.6,1st quarter,4:01.0,LeBron James,CLE,True,2-pointer,12,18-15,'MIA',leads,2015-10-30,2015-16
21712,439,439,439,201510300CLE,10.7,5.6,2nd quarter,10:08.0,LeBron James,CLE,True,2-pointer,13,31-25,'MIA',leads,2015-10-30,2015-16
21713,440,440,440,201510300CLE,15.2,5.1,2nd quarter,9:47.0,LeBron James,CLE,True,2-pointer,9,33-25,'MIA',leads,2015-10-30,2015-16
21714,443,443,443,201510300CLE,19.5,28.7,2nd quarter,8:35.0,LeBron James,CLE,False,3-pointer,26,36-25,'MIA',leads,2015-10-30,2015-16
21715,449,449,449,201510300CLE,22.8,3.2,2nd quarter,5:37.0,LeBron James,CLE,False,2-pointer,1,38-30,'MIA',leads,2015-10-30,2015-16
21716,450,450,450,201510300CLE,6.4,9.1,2nd quarter,4:10.0,LeBron James,CLE,True,2-pointer,18,40-34,'MIA',leads,2015-10-30,2015-16
21717,451,451,451,201510300CLE,22.3,8.6,2nd quarter,3:48.0,LeBron James,CLE,True,2-pointer,5,42-34,'MIA',leads,2015-10-30,2015-16
21718,454,454,454,201510300CLE,23.6,8.1,2nd quarter,1:40.0,LeBron James,CLE,False,2-pointer,5,45-38,'MIA',leads,2015-10-30,2015-16
21719,462,462,462,201510300CLE,24.0,3.1,3rd quarter,9:25.0,LeBron James,CLE,True,2-pointer,0,53-44,'MIA',leads,2015-10-30,2015-16
21720,464,464,464,201510300CLE,-0.1,6.3,3rd quarter,8:09.0,LeBron James,CLE,False,3-pointer,24,55-46,'MIA',leads,2015-10-30,2015-16
21721,472,472,472,201510300CLE,22.4,3.2,3rd quarter,3:12.0,LeBron James,CLE,True,2-pointer,1,68-60,'MIA',leads,2015-10-30,2015-16
21722,486,486,486,201510300CLE,23.1,1.9,4th quarter,7:43.0,LeBron James,CLE,True,2-pointer,1,86-69,'MIA',leads,2015-10-30,2015-16
21723,491,491,491,201510300CLE,19.0,8.1,4th quarter,4:23.0,LeBron James,CLE,True,2-pointer,7,93-75,'MIA',leads,2015-10-30,2015-16
21724,494,494,494,201510300CLE,22.9,2.9,4th quarter,2:02.0,LeBron James,CLE,False,2-pointer,1,97-81,'MIA',leads,2015-10-30,2015-16
21725,496,496,496,201510300CLE,23.3,20.0,4th quarter,1:28.0,LeBron James,CLE,True,2-pointer,17,99-83,'MIA',leads,2015-10-30,2015-16
21726,1019,1019,1019,201511020PHI,21.6,2.9,1st quarter,10:28.0,LeBron James,CLE,True,2-pointer,2,4-0,'CLE',leads,2015-11-02,2015-16
21727,1030,1030,1030,201511020PHI,47.3,0.9,1st quarter,5:20.0,LeBron James,CLE,False,3-pointer,23,15-13,'CLE',leads,2015-11-02,2015-16
21728,1031,1031,1031,201511020PHI,31.9,18.6,1st quarter,4:45.0,LeBron James,CLE,False,2-pointer,17,15-15,'CLE',tied,2015-11-02,2015-16
21729,1034,1034,1034,201511020PHI,14.8,-0.1,1st quarter,2:28.0,LeBron James,CLE,False,2-pointer,9,17-24,'CLE',trails,2015-11-02,2015-16
21730,1042,1042,1042,201511020PHI,26.8,3.3,2nd quarter,8:50.0,LeBron James,CLE,False,2-pointer,2,25-37,'CLE',trails,2015-11-02,2015-16
21731,1048,1048,1048,201511020PHI,25.9,7.7,2nd quarter,6:10.0,LeBron James,CLE,False,2-pointer,5,34-42,'CLE',trails,2015-11-02,2015-16
21732,1053,1053,1053,201511020PHI,22.8,3.2,2nd quarter,3:44.0,LeBron James,CLE,True,2-pointer,1,39-50,'CLE',trails,2015-11-02,2015-16
21733,1054,1054,1054,201511020PHI,6.4,22.0,2nd quarter,3:15.0,LeBron James,CLE,False,3-pointer,25,39-50,'CLE',trails,2015-11-02,2015-16
21734,1055,1055,1055,201511020PHI,21.8,6.1,2nd quarter,2:49.0,LeBron James,CLE,False,2-pointer,3,39-52,'CLE',trails,2015-11-02,2015-16
21735,1058,1058,1058,201511020PHI,13.0,25.8,2nd quarter,0:57.0,LeBron James,CLE,False,3-pointer,25,45-52,'CLE',trails,2015-11-02,2015-16
21736,1060,1060,1060,201511020PHI,24.0,3.3,2nd quarter,0:12.0,LeBron James,CLE,True,2-pointer,0,49-54,'CLE',trails,2015-11-02,2015-16
21737,1067,1067,1067,201511020PHI,9.3,8.1,3rd quarter,8:22.0,LeBron James,CLE,True,2-pointer,15,60-56,'CLE',leads,2015-11-02,2015-16
21738,1077,1077,1077,201511020PHI,24.0,3.1,3rd quarter,1:11.0,LeBron James,CLE,True,2-pointer,0,80-67,'CLE',leads,2015-11-02,2015-16
21739,1079,1079,1079,201511020PHI,18.5,2.5,3rd quarter,0:32.0,LeBron James,CLE,True,2-pointer,5,82-71,'CLE',leads,2015-11-02,2015-16
21740,1081,1081,1081,201511020PHI,28.8,9.1,4th quarter,11:19.0,LeBron James,CLE,True,2-pointer,7,84-75,'CLE',leads,2015-11-02,2015-16
21741,1083,1083,1083,201511020PHI,12.1,17.6,4th quarter,10:06.0,LeBron James,CLE,False,2-pointer,18,84-75,'CLE',leads,2015-11-02,2015-16
21742,1084,1084,1084,201511020PHI,19.8,5.6,4th quarter,9:23.0,LeBron James,CLE,False,2-pointer,4,84-77,'CLE',leads,2015-11-02,2015-16
21743,1086,1086,1086,201511020PHI,24.0,3.1,4th quarter,8:47.0,LeBron James,CLE,True,2-pointer,0,88-77,'CLE',leads,2015-11-02,2015-16
21744,1087,1087,1087,201511020PHI,24.0,3.1,4th quarter,8:07.0,LeBron James,CLE,True,2-pointer,0,90-77,'CLE',leads,2015-11-02,2015-16
21745,243,243,243,201511040CLE,5.3,16.4,1st quarter,11:22.0,LeBron James,CLE,False,2-pointer,23,0-2,'NYK',trails,2015-11-04,2015-16
21746,248,248,248,201511040CLE,5.1,22.5,1st quarter,8:18.0,LeBron James,CLE,False,3-pointer,27,3-13,'NYK',trails,2015-11-04,2015-16
21747,254,254,254,201511040CLE,22.6,3.7,1st quarter,5:46.0,LeBron James,CLE,False,2-pointer,1,9-18,'NYK',trails,2015-11-04,2015-16
21748,258,258,258,201511040CLE,21.1,27.7,1st quarter,3:56.0,LeBron James,CLE,False,3-pointer,24,9-24,'NYK',trails,2015-11-04,2015-16
21749,259,259,259,201511040CLE,24.0,3.1,1st quarter,3:37.0,LeBron James,CLE,True,2-pointer,0,11-24,'NYK',trails,2015-11-04,2015-16
21750,262,262,262,201511040CLE,24.0,3.1,1st quarter,2:21.0,LeBron James,CLE,True,2-pointer,0,16-26,'NYK',trails,2015-11-04,2015-16
21751,270,270,270,201511040CLE,22.4,3.8,2nd quarter,8:50.0,LeBron James,CLE,False,2-pointer,1,23-36,'NYK',trails,2015-11-04,2015-16
