,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,match_id,shotX,shotY,quarter,time_remaining,player,team,made,shot_type,distance,score,opp,status,match_date,season
7299,80,80,80,200710310CLE,24.0,7.8,1st quarter,5:25.0,LeBron James,CLE,False,2-pointer,3,8-17,'DAL',trails,2007-10-31,2007-08
7300,85,85,85,200710310CLE,15.8,12.4,1st quarter,3:00.0,LeBron James,CLE,False,2-pointer,11,12-22,'DAL',trails,2007-10-31,2007-08
7301,86,86,86,200710310CLE,23.4,5.2,1st quarter,2:05.0,LeBron James,CLE,False,2-pointer,1,12-22,'DAL',trails,2007-10-31,2007-08
7302,99,99,99,200710310CLE,23.8,6.7,2nd quarter,6:52.0,LeBron James,CLE,False,2-pointer,2,25-41,'DAL',trails,2007-10-31,2007-08
7303,112,112,112,200710310CLE,38.4,7.5,3rd quarter,11:07.0,LeBron James,CLE,False,2-pointer,15,36-56,'DAL',trails,2007-10-31,2007-08
7304,118,118,118,200710310CLE,32.9,8.8,3rd quarter,6:41.0,LeBron James,CLE,True,2-pointer,10,41-60,'DAL',trails,2007-10-31,2007-08
7305,120,120,120,200710310CLE,5.8,15.4,3rd quarter,4:36.0,LeBron James,CLE,False,2-pointer,21,42-65,'DAL',trails,2007-10-31,2007-08
7306,134,134,134,200710310CLE,9.4,25.1,4th quarter,8:29.0,LeBron James,CLE,False,3-pointer,25,61-84,'DAL',trails,2007-10-31,2007-08
7307,136,136,136,200710310CLE,34.5,6.0,4th quarter,5:32.0,LeBron James,CLE,False,2-pointer,11,64-86,'DAL',trails,2007-10-31,2007-08
7308,137,137,137,200710310CLE,39.4,25.7,4th quarter,4:36.0,LeBron James,CLE,False,3-pointer,26,66-89,'DAL',trails,2007-10-31,2007-08
7309,142,142,142,200710310CLE,24.1,4.7,4th quarter,2:19.0,LeBron James,CLE,True,2-pointer,0,72-90,'DAL',trails,2007-10-31,2007-08
7310,743,743,743,200711020CLE,34.3,7.3,1st quarter,11:16.0,LeBron James,CLE,False,2-pointer,11,4-2,'NYK',leads,2007-11-02,2007-08
7311,749,749,749,200711020CLE,22.9,13.9,1st quarter,8:03.0,LeBron James,CLE,True,2-pointer,9,14-10,'NYK',leads,2007-11-02,2007-08
7312,754,754,754,200711020CLE,31.4,12.2,1st quarter,5:16.0,LeBron James,CLE,False,2-pointer,10,21-19,'NYK',leads,2007-11-02,2007-08
7313,759,759,759,200711020CLE,38.1,25.2,1st quarter,1:57.0,LeBron James,CLE,True,3-pointer,25,29-30,'NYK',trails,2007-11-02,2007-08
7314,769,769,769,200711020CLE,19.4,5.8,2nd quarter,6:05.0,LeBron James,CLE,True,2-pointer,5,39-41,'NYK',trails,2007-11-02,2007-08
7315,770,770,770,200711020CLE,24.0,11.1,2nd quarter,5:00.0,LeBron James,CLE,False,2-pointer,6,39-43,'NYK',trails,2007-11-02,2007-08
