,Unnamed: 0.1,Unnamed: 0,match_id,shotX,shotY,quarter,time_remaining,player,team,made,shot_type,distance,score,opp,status
0,0,0,201401250CHA,23.2,21.9,1st quarter,11:40.0,D.J. Augustin,CHI,True,2-pointer,19,2-0,'CHA',leads
1,1,1,201401250CHA,42.1,7.2,1st quarter,11:07.0,Mike Dunleavy,CHI,True,2-pointer,19,4-0,'CHA',leads
2,2,2,201401250CHA,22.2,21.3,1st quarter,10:28.0,Carlos Boozer,CHI,False,2-pointer,18,4-2,'CHA',leads
3,3,3,201401250CHA,28.0,3.4,1st quarter,9:43.0,Joakim Noah,CHI,False,2-pointer,4,4-4,'CHA',tied
4,4,4,201401250CHA,47.4,9.0,1st quarter,9:38.0,D.J. Augustin,CHI,False,3-pointer,24,4-4,'CHA',tied
5,5,5,201401250CHA,45.4,16.8,1st quarter,9:03.0,Mike Dunleavy,CHI,True,3-pointer,25,7-6,'CHA',leads
6,6,6,201401250CHA,23.3,3.9,1st quarter,8:22.0,Joakim Noah,CHI,True,2-pointer,1,9-6,'CHA',leads
7,7,7,201401250CHA,46.6,4.9,1st quarter,7:44.0,D.J. Augustin,CHI,False,3-pointer,23,9-9,'CHA',tied
8,8,8,201401250CHA,11.8,15.6,1st quarter,7:13.0,Mike Dunleavy,CHI,False,2-pointer,18,9-11,'CHA',trails
9,9,9,201401250CHA,43.2,5.6,1st quarter,6:38.0,Mike Dunleavy,CHI,False,2-pointer,19,9-12,'CHA',trails
10,10,10,201401250CHA,23.6,20.3,1st quarter,6:16.0,Joakim Noah,CHI,True,2-pointer,17,11-12,'CHA',trails
11,11,11,201401250CHA,23.3,19.8,1st quarter,5:49.0,Carlos Boozer,CHI,False,2-pointer,17,11-12,'CHA',trails
12,12,12,201401250CHA,34.0,26.6,1st quarter,5:29.0,Mike Dunleavy,CHI,False,3-pointer,26,11-12,'CHA',trails
13,13,13,201401250CHA,20.6,10.4,1st quarter,4:55.0,Carlos Boozer,CHI,True,2-pointer,8,13-12,'CHA',leads
14,14,14,201401250CHA,23.6,28.8,1st quarter,4:24.0,D.J. Augustin,CHI,True,3-pointer,26,16-12,'CHA',leads
15,15,15,201401250CHA,20.5,17.9,1st quarter,2:55.0,Taj Gibson,CHI,False,2-pointer,15,16-16,'CHA',tied
16,16,16,201401250CHA,22.6,2.4,1st quarter,2:39.0,Jimmy Butler,CHI,False,2-pointer,2,16-16,'CHA',tied
17,17,17,201401250CHA,26.0,3.0,1st quarter,1:40.0,Carlos Boozer,CHI,True,2-pointer,2,20-20,'CHA',tied
18,18,18,201401250CHA,31.3,4.4,1st quarter,1:09.0,Taj Gibson,CHI,True,2-pointer,7,22-20,'CHA',leads
19,19,19,201401250CHA,27.6,19.5,1st quarter,0:35.0,Taj Gibson,CHI,False,2-pointer,17,22-22,'CHA',tied
20,20,20,201401250CHA,24.9,3.6,1st quarter,0:03.0,Jimmy Butler,CHI,False,2-pointer,1,22-24,'CHA',trails
21,21,21,201401250CHA,38.4,13.8,2nd quarter,11:14.0,Tony Snell,CHI,False,2-pointer,18,22-24,'CHA',trails
22,22,22,201401250CHA,41.4,20.3,2nd quarter,10:51.0,Tony Snell,CHI,True,3-pointer,25,25-24,'CHA',leads
23,23,23,201401250CHA,26.9,12.3,2nd quarter,9:31.0,Mike James,CHI,True,2-pointer,10,29-29,'CHA',tied
24,24,24,201401250CHA,24.0,3.1,2nd quarter,9:02.0,Taj Gibson,CHI,True,2-pointer,0,31-29,'CHA',leads
25,25,25,201401250CHA,29.3,7.2,2nd quarter,8:37.0,Taj Gibson,CHI,True,2-pointer,7,33-29,'CHA',leads
26,26,26,201401250CHA,21.1,3.7,2nd quarter,7:14.0,Taj Gibson,CHI,False,2-pointer,3,33-29,'CHA',leads
27,27,27,201401250CHA,39.4,24.7,2nd quarter,6:58.0,D.J. Augustin,CHI,False,3-pointer,27,33-31,'CHA',leads
28,28,28,201401250CHA,28.7,27.4,2nd quarter,6:50.0,Jimmy Butler,CHI,False,3-pointer,25,33-31,'CHA',leads
29,29,29,201401250CHA,26.8,3.6,2nd quarter,6:23.0,Tony Snell,CHI,False,2-pointer,3,33-31,'CHA',leads
30,30,30,201401250CHA,45.4,8.3,2nd quarter,5:42.0,Tony Snell,CHI,False,2-pointer,22,33-33,'CHA',tied
31,31,31,201401250CHA,29.0,29.1,2nd quarter,4:22.0,D.J. Augustin,CHI,True,3-pointer,27,36-33,'CHA',leads
32,32,32,201401250CHA,37.6,4.5,2nd quarter,3:14.0,D.J. Augustin,CHI,False,2-pointer,14,36-33,'CHA',leads
33,33,33,201401250CHA,25.2,3.1,2nd quarter,2:34.0,Mike Dunleavy,CHI,True,2-pointer,1,38-35,'CHA',leads
34,34,34,201401250CHA,22.5,23.6,2nd quarter,1:33.0,Mike Dunleavy,CHI,False,2-pointer,21,38-35,'CHA',leads
35,35,35,201401250CHA,27.2,20.9,2nd quarter,0:41.0,Carlos Boozer,CHI,False,2-pointer,18,38-37,'CHA',leads
36,36,36,201401250CHA,7.6,38.6,2nd quarter,0:01.0,D.J. Augustin,CHI,False,3-pointer,39,39-39,'CHA',tied
37,37,37,201401250CHA,27.4,3.4,3rd quarter,11:21.0,Joakim Noah,CHI,False,2-pointer,3,39-41,'CHA',trails
38,38,38,201401250CHA,21.4,18.9,3rd quarter,10:54.0,Carlos Boozer,CHI,False,2-pointer,16,39-41,'CHA',trails
39,39,39,201401250CHA,12.3,25.2,3rd quarter,10:47.0,D.J. Augustin,CHI,True,3-pointer,25,42-41,'CHA',leads
40,40,40,201401250CHA,23.5,5.2,3rd quarter,10:11.0,Joakim Noah,CHI,False,2-pointer,2,42-41,'CHA',leads
41,41,41,201401250CHA,18.0,20.8,3rd quarter,10:07.0,Joakim Noah,CHI,False,2-pointer,19,42-41,'CHA',leads
42,42,42,201401250CHA,25.0,19.0,3rd quarter,9:29.0,Jimmy Butler,CHI,False,2-pointer,16,42-43,'CHA',trails
43,43,43,201401250CHA,26.8,22.5,3rd quarter,9:05.0,D.J. Augustin,CHI,True,2-pointer,20,44-43,'CHA',leads
44,44,44,201401250CHA,26.9,17.8,3rd quarter,8:23.0,Carlos Boozer,CHI,True,2-pointer,15,46-43,'CHA',leads
45,45,45,201401250CHA,24.0,3.6,3rd quarter,7:11.0,D.J. Augustin,CHI,False,2-pointer,1,46-45,'CHA',leads
46,46,46,201401250CHA,24.0,3.6,3rd quarter,6:44.0,Joakim Noah,CHI,True,2-pointer,1,48-45,'CHA',leads
