,Unnamed: 0.1,Unnamed: 0,match_id,shotX,shotY,quarter,time_remaining,player,team,made,shot_type,distance,score,opp,status
0,0,0,200704090DAL,14.6,17.8,1st quarter,11:19.0,Elton Brand,LAC,False,2-pointer,16,0-2,'DAL',trails
1,1,1,200704090DAL,28.9,16.2,1st quarter,10:54.0,Chris Kaman,LAC,False,2-pointer,12,0-4,'DAL',trails
2,2,2,200704090DAL,24.5,19.1,1st quarter,9:51.0,Elton Brand,LAC,True,2-pointer,14,4-8,'DAL',trails
3,3,3,200704090DAL,44.5,5.7,1st quarter,9:14.0,Jason Hart,LAC,True,2-pointer,21,6-10,'DAL',trails
4,4,4,200704090DAL,18.8,17.7,1st quarter,8:39.0,Elton Brand,LAC,True,2-pointer,14,8-12,'DAL',trails
5,5,5,200704090DAL,24.0,5.0,1st quarter,7:38.0,Elton Brand,LAC,True,2-pointer,0,10-14,'DAL',trails
6,6,6,200704090DAL,12.0,6.3,1st quarter,6:59.0,Elton Brand,LAC,True,2-pointer,12,12-14,'DAL',trails
7,7,7,200704090DAL,24.0,5.0,1st quarter,6:22.0,Elton Brand,LAC,False,2-pointer,0,12-16,'DAL',trails
8,8,8,200704090DAL,24.6,9.6,1st quarter,5:59.0,Chris Kaman,LAC,True,2-pointer,5,14-16,'DAL',trails
9,9,9,200704090DAL,21.1,23.9,1st quarter,5:07.0,Corey Maggette,LAC,True,2-pointer,19,17-16,'DAL',leads
10,10,10,200704090DAL,18.1,18.5,1st quarter,4:10.0,Corey Maggette,LAC,True,2-pointer,15,19-19,'DAL',tied
11,11,11,200704090DAL,33.5,22.1,1st quarter,3:01.0,Jason Hart,LAC,False,2-pointer,20,21-21,'DAL',tied
12,12,12,200704090DAL,8.6,14.9,1st quarter,1:41.0,Quinton Ross,LAC,False,2-pointer,18,23-23,'DAL',tied
13,13,13,200704090DAL,39.6,14.2,1st quarter,0:40.5,Cuttino Mobley,LAC,True,2-pointer,18,25-25,'DAL',tied
14,14,14,200704090DAL,12.8,28.0,1st quarter,0:19.8,Cuttino Mobley,LAC,False,3-pointer,26,25-27,'DAL',trails
15,15,15,200704090DAL,24.0,5.0,1st quarter,0:00.6,Elton Brand,LAC,True,2-pointer,0,27-30,'DAL',trails
16,16,16,200704090DAL,23.2,20.8,2nd quarter,11:35.0,Quinton Ross,LAC,False,2-pointer,16,27-30,'DAL',trails
17,17,17,200704090DAL,11.0,26.4,2nd quarter,11:07.0,Cuttino Mobley,LAC,True,3-pointer,25,30-30,'DAL',tied
18,18,18,200704090DAL,15.5,29.0,2nd quarter,10:23.0,Cuttino Mobley,LAC,True,3-pointer,25,33-32,'DAL',leads
19,19,19,200704090DAL,9.9,11.3,2nd quarter,9:35.0,Elton Brand,LAC,False,2-pointer,15,33-34,'DAL',trails
