,Unnamed: 0.1,Unnamed: 0,match_id,shotX,shotY,quarter,time_remaining,player,team,made,shot_type,distance,score,opp,status
0,0,0,200103100ATL,11.0,5.4,1st quarter,11:44.0,Elton Brand,CHI,True,2-pointer,13,2-0,'CHI',leads
1,1,1,200103100ATL,32.3,22.1,1st quarter,11:07.0,Metta World,CHI,False,2-pointer,19,2-2,'CHI',tied
2,2,2,200103100ATL,16.9,23.8,1st quarter,10:43.0,Bryce Drew,CHI,True,2-pointer,20,4-2,'CHI',leads
3,3,3,200103100ATL,14.6,28.2,1st quarter,10:02.0,Bryce Drew,CHI,False,3-pointer,25,4-4,'CHI',tied
4,4,4,200103100ATL,39.3,13.9,1st quarter,9:46.0,Metta World,CHI,False,2-pointer,18,4-6,'CHI',trails
5,5,5,200103100ATL,23.2,9.5,1st quarter,9:16.0,Michael Ruffin,CHI,True,2-pointer,5,6-8,'CHI',trails
6,6,6,200103100ATL,11.6,5.4,1st quarter,8:36.0,Elton Brand,CHI,False,2-pointer,12,6-10,'CHI',trails
7,7,7,200103100ATL,10.4,14.9,1st quarter,7:52.0,Elton Brand,CHI,False,2-pointer,17,6-13,'CHI',trails
8,8,8,200103100ATL,23.2,21.0,1st quarter,7:18.0,Metta World,CHI,True,2-pointer,16,8-13,'CHI',trails
9,9,9,200103100ATL,6.2,22.7,1st quarter,6:39.0,Fred Hoiberg,CHI,False,3-pointer,25,8-13,'CHI',trails
10,10,10,200103100ATL,19.0,10.5,1st quarter,5:49.0,Elton Brand,CHI,False,2-pointer,7,10-15,'CHI',trails
11,11,11,200103100ATL,8.3,24.8,1st quarter,4:58.0,Metta World,CHI,True,3-pointer,25,13-15,'CHI',trails
12,12,12,200103100ATL,8.9,24.8,1st quarter,4:42.0,Fred Hoiberg,CHI,True,3-pointer,25,16-15,'CHI',leads
13,13,13,200103100ATL,24.0,5.0,1st quarter,2:22.0,Metta World,CHI,True,2-pointer,0,18-18,'CHI',tied
14,14,14,200103100ATL,16.1,19.4,1st quarter,1:26.0,Marcus Fizer,CHI,False,2-pointer,16,18-20,'CHI',trails
15,15,15,200103100ATL,24.0,5.0,1st quarter,0:44.2,Elton Brand,CHI,True,2-pointer,0,21-22,'CHI',trails
16,16,16,200103100ATL,24.0,5.0,2nd quarter,10:50.0,Brad Miller,CHI,True,2-pointer,0,24-26,'CHI',trails
17,17,17,200103100ATL,1.7,17.2,2nd quarter,10:10.0,Corey Benjamin,CHI,False,3-pointer,25,24-28,'CHI',trails
18,18,18,200103100ATL,24.0,5.0,2nd quarter,10:07.0,Corey Benjamin,CHI,True,2-pointer,0,26-28,'CHI',trails
19,19,19,200103100ATL,16.9,8.4,2nd quarter,8:23.0,Metta World,CHI,False,2-pointer,8,26-33,'CHI',trails
20,20,20,200103100ATL,16.1,5.4,2nd quarter,7:42.0,Marcus Fizer,CHI,False,2-pointer,8,26-33,'CHI',trails
21,21,21,200103100ATL,31.7,3.5,2nd quarter,7:37.0,Marcus Fizer,CHI,False,2-pointer,8,26-33,'CHI',trails
22,22,22,200103100ATL,18.2,6.1,2nd quarter,7:30.0,Marcus Fizer,CHI,False,2-pointer,6,26-33,'CHI',trails
23,23,23,200103100ATL,24.0,5.0,2nd quarter,7:28.0,Brad Miller,CHI,False,2-pointer,0,26-33,'CHI',trails
24,24,24,200103100ATL,24.0,5.0,2nd quarter,7:26.0,Brad Miller,CHI,True,2-pointer,0,28-33,'CHI',trails
25,25,25,200103100ATL,8.3,24.8,2nd quarter,7:06.0,Bryce Drew,CHI,True,3-pointer,25,31-33,'CHI',trails
26,26,26,200103100ATL,24.0,5.0,2nd quarter,6:45.0,Brad Miller,CHI,True,2-pointer,0,33-33,'CHI',tied
27,27,27,200103100ATL,42.2,5.0,2nd quarter,6:16.0,Fred Hoiberg,CHI,False,2-pointer,18,34-36,'CHI',trails
