,Unnamed: 0.1,Unnamed: 0,match_id,shotX,shotY,quarter,time_remaining,player,team,made,shot_type,distance,score,opp,status
0,0,0,201504090GSW,17.3,14.3,1st quarter,11:26.0,LaMarcus Aldridge,POR,False,2-pointer,13,0-0,'POR',tied
1,1,1,201504090GSW,1.1,8.6,1st quarter,10:55.0,Damian Lillard,POR,False,3-pointer,23,0-2,'POR',trails
2,2,2,201504090GSW,24.1,4.9,1st quarter,10:52.0,LaMarcus Aldridge,POR,False,2-pointer,1,0-2,'POR',trails
3,3,3,201504090GSW,24.0,3.6,1st quarter,10:49.0,Robin Lopez,POR,True,2-pointer,0,2-2,'POR',tied
4,4,4,201504090GSW,24.7,19.7,1st quarter,10:25.0,Robin Lopez,POR,False,2-pointer,16,2-5,'POR',trails
5,5,5,201504090GSW,32.9,8.6,1st quarter,9:47.0,Robin Lopez,POR,True,2-pointer,10,5-8,'POR',trails
6,6,6,201504090GSW,47.1,3.7,1st quarter,8:36.0,Damian Lillard,POR,False,3-pointer,23,5-10,'POR',trails
7,7,7,201504090GSW,24.9,10.2,1st quarter,7:56.0,LaMarcus Aldridge,POR,True,2-pointer,7,7-12,'POR',trails
8,8,8,201504090GSW,11.7,15.9,1st quarter,7:21.0,Damian Lillard,POR,True,2-pointer,17,9-14,'POR',trails
9,9,9,201504090GSW,2.7,3.9,1st quarter,6:47.0,Arron Afflalo,POR,True,2-pointer,21,11-16,'POR',trails
10,10,10,201504090GSW,40.5,26.3,1st quarter,6:20.0,Damian Lillard,POR,False,3-pointer,28,11-19,'POR',trails
11,11,11,201504090GSW,12.0,13.8,1st quarter,6:09.0,LaMarcus Aldridge,POR,True,2-pointer,16,13-19,'POR',trails
12,12,12,201504090GSW,32.8,18.3,1st quarter,5:38.0,Arron Afflalo,POR,True,2-pointer,17,15-19,'POR',trails
13,13,13,201504090GSW,40.3,25.7,1st quarter,4:58.0,Nicolas Batum,POR,False,3-pointer,27,15-21,'POR',trails
14,14,14,201504090GSW,41.6,23.0,1st quarter,4:39.0,LaMarcus Aldridge,POR,False,3-pointer,26,15-21,'POR',trails
15,15,15,201504090GSW,2.7,4.5,1st quarter,4:33.0,Arron Afflalo,POR,True,2-pointer,21,17-21,'POR',trails
16,16,16,201504090GSW,24.6,5.0,1st quarter,4:15.0,Arron Afflalo,POR,False,2-pointer,2,17-21,'POR',trails
17,17,17,201504090GSW,24.9,3.7,1st quarter,3:47.0,Arron Afflalo,POR,False,2-pointer,1,19-21,'POR',trails
18,18,18,201504090GSW,12.9,3.9,1st quarter,3:26.0,Damian Lillard,POR,False,2-pointer,11,19-23,'POR',trails
19,19,19,201504090GSW,7.4,4.1,1st quarter,3:09.0,CJ McCollum,POR,True,2-pointer,16,21-23,'POR',trails
20,20,20,201504090GSW,22.4,4.7,1st quarter,2:27.0,LaMarcus Aldridge,POR,True,2-pointer,2,23-25,'POR',trails
21,21,21,201504090GSW,35.1,11.6,1st quarter,1:53.0,Chris Kaman,POR,False,2-pointer,14,23-27,'POR',trails
22,22,22,201504090GSW,15.8,27.4,1st quarter,1:32.0,Steve Blake,POR,False,3-pointer,25,23-27,'POR',trails
23,23,23,201504090GSW,6.8,23.1,1st quarter,1:26.0,Steve Blake,POR,False,3-pointer,26,23-27,'POR',trails
24,24,24,201504090GSW,34.0,9.6,1st quarter,1:08.0,Chris Kaman,POR,False,2-pointer,11,23-27,'POR',trails
25,25,25,201504090GSW,24.0,3.1,1st quarter,0:51.0,Chris Kaman,POR,True,2-pointer,0,25-27,'POR',trails
26,26,26,201504090GSW,18.1,19.0,1st quarter,0:30.0,Chris Kaman,POR,True,2-pointer,17,27-27,'POR',tied
27,27,27,201504090GSW,33.5,18.1,2nd quarter,11:16.0,Chris Kaman,POR,False,2-pointer,17,27-30,'POR',trails
28,28,28,201504090GSW,24.0,3.1,2nd quarter,11:11.0,CJ McCollum,POR,True,2-pointer,0,29-30,'POR',trails
29,29,29,201504090GSW,38.1,17.9,2nd quarter,10:29.0,CJ McCollum,POR,False,2-pointer,20,29-32,'POR',trails
30,30,30,201504090GSW,22.9,5.3,2nd quarter,10:13.0,Chris Kaman,POR,False,2-pointer,2,29-32,'POR',trails
31,31,31,201504090GSW,35.4,3.1,2nd quarter,9:37.0,Nicolas Batum,POR,False,2-pointer,11,29-32,'POR',trails
32,32,32,201504090GSW,24.6,4.7,2nd quarter,9:34.0,Robin Lopez,POR,True,2-pointer,1,31-32,'POR',trails
33,33,33,201504090GSW,25.8,5.2,2nd quarter,9:08.0,Steve Blake,POR,False,2-pointer,2,31-34,'POR',trails
34,34,34,201504090GSW,25.8,2.7,2nd quarter,8:54.0,Meyers Leonard,POR,True,2-pointer,1,33-34,'POR',trails
35,35,35,201504090GSW,24.0,3.1,2nd quarter,8:11.0,Meyers Leonard,POR,True,2-pointer,0,37-34,'POR',leads
36,36,36,201504090GSW,0.8,3.9,2nd quarter,7:37.0,CJ McCollum,POR,True,3-pointer,23,40-34,'POR',leads
37,37,37,201504090GSW,24.9,4.2,2nd quarter,7:12.0,Damian Lillard,POR,True,2-pointer,1,42-34,'POR',leads
38,38,38,201504090GSW,27.4,13.4,2nd quarter,6:44.0,Robin Lopez,POR,False,2-pointer,10,42-36,'POR',leads
39,39,39,201504090GSW,11.7,25.8,2nd quarter,6:38.0,Damian Lillard,POR,True,3-pointer,25,45-36,'POR',leads
40,40,40,201504090GSW,23.6,19.0,2nd quarter,6:06.0,Nicolas Batum,POR,True,2-pointer,16,47-36,'POR',leads
41,41,41,201504090GSW,46.5,4.2,2nd quarter,5:32.0,CJ McCollum,POR,False,3-pointer,22,47-36,'POR',leads
42,42,42,201504090GSW,7.1,13.4,2nd quarter,5:27.0,Damian Lillard,POR,True,2-pointer,19,49-36,'POR',leads
43,43,43,201504090GSW,30.1,29.0,2nd quarter,4:59.0,Damian Lillard,POR,False,3-pointer,26,49-36,'POR',leads
44,44,44,201504090GSW,25.8,5.3,2nd quarter,4:35.0,Damian Lillard,POR,False,2-pointer,2,49-36,'POR',leads
45,45,45,201504090GSW,35.6,16.4,2nd quarter,4:03.0,Nicolas Batum,POR,False,2-pointer,17,49-39,'POR',leads
46,46,46,201504090GSW,15.4,19.2,2nd quarter,3:26.0,LaMarcus Aldridge,POR,False,2-pointer,18,49-42,'POR',leads
47,47,47,201504090GSW,0.6,3.6,2nd quarter,3:10.0,LaMarcus Aldridge,POR,True,3-pointer,23,52-42,'POR',leads
48,48,48,201504090GSW,22.4,9.1,2nd quarter,2:36.0,Damian Lillard,POR,False,2-pointer,6,52-44,'POR',leads
